,ds,y,unique_id
435,2024-02-24 17:00:00,8.0,1
436,2024-02-24 18:00:00,4364.8,1
437,2024-02-24 19:00:00,8.0,1
438,2024-02-24 20:00:00,8.8,1
439,2024-02-24 21:00:00,8.8,1
440,2024-02-24 22:00:00,0.0,1
441,2024-02-24 23:00:00,0.0,1
442,2024-02-25 00:00:00,0.0,1
443,2024-02-25 01:00:00,0.0,1
444,2024-02-25 02:00:00,0.0,1
445,2024-02-25 03:00:00,0.0,1
446,2024-02-25 04:00:00,0.0,1
447,2024-02-25 05:00:00,0.0,1
448,2024-02-25 06:00:00,0.0,1
449,2024-02-25 07:00:00,0.0,1
450,2024-02-25 08:00:00,0.0,1
451,2024-02-25 09:00:00,0.0,1
452,2024-02-25 10:00:00,0.0,1
453,2024-02-25 11:00:00,0.0,1
454,2024-02-25 12:00:00,0.0,1
455,2024-02-25 13:00:00,0.0,1
456,2024-02-25 14:00:00,0.0,1
457,2024-02-25 15:00:00,0.0,1
458,2024-02-25 16:00:00,0.0,1
459,2024-02-25 17:00:00,0.0,1
460,2024-02-25 18:00:00,0.0,1
461,2024-02-25 19:00:00,0.0,1
462,2024-02-25 20:00:00,0.0,1
463,2024-02-25 21:00:00,0.0,1
464,2024-02-25 22:00:00,0.0,1
465,2024-02-25 23:00:00,0.0,1
466,2024-02-26 00:00:00,0.0,1
467,2024-02-26 01:00:00,0.0,1
468,2024-02-26 02:00:00,0.0,1
469,2024-02-26 03:00:00,0.0,1
470,2024-02-26 04:00:00,0.0,1
471,2024-02-26 05:00:00,0.0,1
472,2024-02-26 06:00:00,0.0,1
473,2024-02-26 07:00:00,0.0,1
474,2024-02-26 08:00:00,0.0,1
475,2024-02-26 09:00:00,4381.6,1
476,2024-02-26 10:00:00,8.8,1
477,2024-02-26 11:00:00,8.8,1
478,2024-02-26 12:00:00,8.0,1
479,2024-02-26 13:00:00,8.0,1
480,2024-02-26 14:00:00,999.2,1
481,2024-02-26 15:00:00,112.0,1
482,2024-02-26 16:00:00,90.4,1
483,2024-02-26 17:00:00,121.6,1
484,2024-02-26 18:00:00,84.0,1
485,2024-02-26 19:00:00,76.80000000000001,1
486,2024-02-26 20:00:00,126.4,1
487,2024-02-26 21:00:00,9.6,1
488,2024-02-26 22:00:00,8.0,1
489,2024-02-26 23:00:00,8.0,1
490,2024-02-27 00:00:00,8.0,1
491,2024-02-27 01:00:00,0.0,1
492,2024-02-27 02:00:00,0.0,1
493,2024-02-27 03:00:00,0.0,1
494,2024-02-27 04:00:00,0.0,1
495,2024-02-27 05:00:00,0.0,1
496,2024-02-27 06:00:00,0.0,1
497,2024-02-27 07:00:00,0.0,1
498,2024-02-27 08:00:00,0.0,1
499,2024-02-27 09:00:00,4412.0,1
500,2024-02-27 10:00:00,10.4,1
501,2024-02-27 11:00:00,10.4,1
502,2024-02-27 12:00:00,8.8,1
503,2024-02-27 13:00:00,8.0,1
504,2024-02-27 14:00:00,674.4000000000001,1
505,2024-02-27 15:00:00,133.6,1
506,2024-02-27 16:00:00,103.2,1
507,2024-02-27 17:00:00,78.4,1
508,2024-02-27 18:00:00,82.4,1
509,2024-02-27 19:00:00,124.0,1
510,2024-02-27 20:00:00,162.4,1
511,2024-02-27 21:00:00,8.0,1
512,2024-02-27 22:00:00,8.0,1
513,2024-02-27 23:00:00,8.0,1
514,2024-02-28 00:00:00,8.0,1
515,2024-02-28 01:00:00,0.0,1
516,2024-02-28 02:00:00,0.0,1
517,2024-02-28 03:00:00,0.0,1
518,2024-02-28 04:00:00,0.0,1
519,2024-02-28 05:00:00,0.0,1
520,2024-02-28 06:00:00,0.0,1
521,2024-02-28 07:00:00,0.0,1
522,2024-02-28 08:00:00,0.0,1
523,2024-02-28 09:00:00,4420.8,1
524,2024-02-28 10:00:00,10.4,1
525,2024-02-28 11:00:00,8.0,1
526,2024-02-28 12:00:00,8.0,1
527,2024-02-28 13:00:00,8.0,1
528,2024-02-28 14:00:00,747.2,1
529,2024-02-28 15:00:00,77.60000000000001,1
530,2024-02-28 16:00:00,87.2,1
531,2024-02-28 17:00:00,116.0,1
532,2024-02-28 18:00:00,74.4,1
533,2024-02-28 19:00:00,111.2,1
534,2024-02-28 20:00:00,244.0,1
535,2024-02-28 21:00:00,8.0,1
536,2024-02-28 22:00:00,8.0,1
537,2024-02-28 23:00:00,8.0,1
538,2024-02-29 00:00:00,8.0,1
539,2024-02-29 01:00:00,0.0,1
540,2024-02-29 02:00:00,0.0,1
541,2024-02-29 03:00:00,0.0,1
542,2024-02-29 04:00:00,0.0,1
543,2024-02-29 05:00:00,0.0,1
544,2024-02-29 06:00:00,0.0,1
545,2024-02-29 07:00:00,0.0,1
546,2024-02-29 08:00:00,0.0,1
547,2024-02-29 09:00:00,4421.6,1
548,2024-02-29 10:00:00,8.8,1
549,2024-02-29 11:00:00,8.0,1
550,2024-02-29 12:00:00,8.8,1
551,2024-02-29 13:00:00,8.0,1
552,2024-02-29 14:00:00,678.4000000000001,1
553,2024-02-29 15:00:00,103.2,1
554,2024-02-29 16:00:00,92.8,1
555,2024-02-29 17:00:00,66.4,1
556,2024-02-29 18:00:00,80.0,1
557,2024-02-29 19:00:00,96.8,1
558,2024-02-29 20:00:00,432.8,1
559,2024-02-29 21:00:00,8.0,1
560,2024-02-29 22:00:00,8.0,1
561,2024-02-29 23:00:00,8.0,1
562,2024-03-01 00:00:00,8.0,1
563,2024-03-01 01:00:00,0.0,1
564,2024-03-01 02:00:00,0.0,1
