sep=,
"Time","Aeqnitch__Aequitas_NEO_A","BATS_BZX_Feeds_A","Canadian_feeds_A","NASDAQ_Canadian_CXD_Purestream_A","NYSE_AMEX_OpenBook_A","TSX_Feeds_A","UTP_Feed_A"
1714746820000,19371392,38670616,68544896,33760,5745232,887664,60199688
1714746840000,20535968,41625104,67312152,25888,5899392,1537208,86711368
1714746860000,15260976,44353032,57338984,20080,3310704,1158736,42155800
1714746880000,17538048,19513200,67340544,12000,4677216,1470408,51791896
1714746900000,20082360,35077112,59366328,19856,5378016,1203608,65029176
1714746920000,22069280,40280600,67379024,19504,5022416,807192,53687960
1714746940000,16977944,31468552,64962024,10256,4891152,1387232,53712424
1714746960000,18023600,32155312,68181928,11680,5337312,732600,74119136
1714746980000,16566496,38461808,66064864,14288,5394880,1013376,65434400
1714747000000,17407880,35122288,71604840,10080,4389488,861864,49904304
1714747020000,11497016,26845680,47858864,7648,4290864,1133720,46419120
1714747040000,10512384,27023576,42858064,10672,3804896,742440,44881256
1714747060000,15112344,26986768,47430248,10080,4033824,608192,43367808
1714747080000,39049232,55875928,133798160,25200,8126944,1840152,91699456
1714747100000,12901816,26706688,54212584,11856,3808064,1301624,53349896
1714747120000,14185272,28086592,55424192,9072,4523984,525048,62583904
1714747140000,10003608,32984304,54387400,24896,3336736,816296,41687096
1714747160000,9195528,25642952,40689776,9072,3603232,1004488,51115576
1714747180000,9333744,27253992,37842032,11616,3872944,794616,49899704
1714747200000,12636144,24487544,44195040,13680,3055440,886208,34283424
1714747220000,9231736,20492752,38388552,15520,3239360,612960,35113040
1714747240000,17523776,24972968,73103264,8064,5116464,983040,66035112
1714747260000,9705896,35124192,51774792,14928,4033968,922000,49408536
1714747280000,15370784,40099880,55341960,21088,5634976,905136,69519336
1714747300000,14999792,29283336,38576552,28848,3988512,881536,50159472
1714747320000,18927088,42023768,86710928,11856,5458064,1111480,73217152
1714747340000,9616392,30363784,39098688,10080,4573632,1092800,53617752
1714747360000,17597408,31283520,67259040,9664,3698336,602824,48772656
1714747380000,13332744,27118776,53637672,8064,3924160,842584,51343760
1714747400000,22270504,53022808,90235432,12624,6464432,1469728,93989544
1714747420000,12363560,30270680,45621952,10016,3622768,600832,50319104
1714747440000,18683232,33416168,54945432,13632,5114496,1161680,56346840
1714747460000,11984232,27604872,46887896,8656,4123952,1266688,44693824
1714747480000,13142672,20352000,43775360,8064,4599888,937240,62404800
1714747500000,10818112,31333480,54015488,11200,4455584,619024,53041768
1714747520000,10891736,26617912,47119576,9424,3258368,514056,31479640
1714747540000,14348176,27437784,44872632,10256,3814720,901176,46608768
1714747560000,8508584,24637840,35942240,7056,2855472,804064,32035864
1714747580000,8784432,23279160,38731496,6048,3218752,650512,43933384
1714747600000,10737216,17347608,40835072,9072,2999808,1003192,34208656
1714747620000,10289848,24439240,42470776,8240,3526624,751240,40726232
1714747640000,7441704,21786096,31819832,9600,3756384,669480,40219224
1714747660000,8866104,22444520,38435408,11088,3786064,648128,49892752
1714747680000,11589120,26566600,42437280,10784,2800096,775208,37475704
1714747700000,9644368,22947336,40854472,9840,3432992,880896,45358152
1714747720000,10716992,27151408,45191984,8240,3985072,527432,47941856
1714747740000,12251296,29159848,50724840,13696,4381152,870088,50904760
1714747760000,14095856,31948016,51272832,14112,4596864,513744,56614608
1714747780000,15071616,24250216,40630376,9664,3505344,999992,39763136
1714747800000,15335320,35125432,62359448,8240,5043744,957608,63280480
1714747820000,21315328,44638968,79860232,13040,5717296,1248704,75573512
1714747840000,11079336,30024128,41677144,9008,4135232,525848,54551128
1714747860000,9857616,27849000,41689928,9600,3045136,845632,52177568
1714747880000,17371136,27684472,76144312,19248,4231776,711176,53237360
1714747900000,19560200,31822728,68129520,19152,4326624,686800,54864304
1714747920000,19490656,31556216,73104936,9664,3362624,646256,35452088
1714747940000,19529520,55250400,83796680,13040,7459392,1943976,94139296
1714747960000,10100616,29664096,45376728,13104,4332496,793512,46509912
1714747980000,9296336,28948584,38145168,9248,2908528,367248,36320664
1714748000000,10506544,17417528,32118536,6640,2868832,552000,31047824
1714748020000,20463208,42719920,77450504,12272,6384640,1265072,77557632
1714748040000,11534336,26143320,45160208,15120,4129360,782928,47601584
1714748060000,16342424,27601968,58649624,18672,3491808,1009752,46451360
1714748080000,14552816,20863944,38258344,15344,5934400,775656,87380064
1714748100000,15266712,42166776,63115616,11088,5918256,1045056,70443016
1714748120000,11039392,19094688,27755504,9072,2726416,431160,35144936
1714748140000,12468760,34374616,55567744,8064,4992288,986344,55102896
1714748160000,13904544,22144736,32068416,7648,3108992,689552,37984904
1714748180000,11640416,24218960,36122376,13456,3903312,547024,53928264
1714748200000,14479048,28091736,54445776,8240,2558528,364792,35623176
1714748220000,14136824,28953960,54997184,9072,4318784,892800,46501320
1714748240000,12852120,41403128,53361752,10672,5754128,1160792,67810088
1714748260000,9648216,22151720,31051704,13104,3084736,591960,41377608
1714748280000,14041680,18748928,34970200,11680,3079120,599784,32150368
1714748300000,12313232,18766096,50314272,11088,3097952,750608,36621648
1714748320000,9351000,23207024,39320808,22512,3526640,747192,39426808
1714748340000,8854368,26993168,38183832,14640,3843360,678552,46837592
1714748360000,11605824,23582984,41846680,12096,3522624,444808,40591464
1714748380000,10641488,18502224,34934752,13808,4188272,518080,67271336
1714748400000,11517696,32029592,50149472,21792,4264800,727128,55484888
1714748420000,11340544,22937632,31133856,13744,3634576,613504,47616768
1714748440000,10724168,25028384,41825136,7056,3219456,842248,38831328
1714748460000,11708416,22981488,47749768,12800,3108752,835784,40565504
1714748480000,7398464,18371864,27612760,12864,3330384,691712,42375960
1714748500000,9308296,22316344,33797408,11792,2981888,630232,41137072
1714748520000,14521816,26693840,48666160,15056,3936528,1234976,44678328
1714748540000,13224816,18755896,57334104,38256,3289024,805016,43973248
1714748560000,9950624,25313544,43931616,13808,3642816,573360,42859464
1714748580000,16182904,26458360,63432424,7056,4059680,665064,44664384
1714748600000,15642088,23816176,62550736,10080,3473232,585768,43148744
1714748620000,6505608,15820040,28800160,8064,2571088,513520,29293392
1714748640000,7078672,16017056,27975128,9296,2628464,531968,29594608
1714748660000,12964992,16274984,52629752,25840,2698240,2104328,30558392
1714748680000,12154784,26462816,41582528,10672,3597888,673432,52348184
1714748700000,17098736,37273632,69172192,10080,5420320,1070080,68644760
1714748720000,15605688,28951392,60929520,12096,4133824,1042200,60937312
1714748740000,11523704,19709736,31781400,7056,2892064,631816,43482128
1714748760000,7685168,22993760,38161808,13392,3279488,1085472,42311520
1714748780000,8584336,22703152,34007160,7056,3093104,640256,43516496
1714748800000,11169496,15613848,37832608,12096,2966592,624320,35317976
1714748820000,15985144,28426496,42886520,11440,3981392,593472,50046384
1714748840000,11166808,19581232,40984384,10080,3002832,628424,37681472
1714748860000,6319680,13346936,24499984,25168,2767200,701648,33462216
1714748880000,12987440,29051576,48447000,19328,4010960,643296,54305744
1714748900000,13537128,21378632,32573168,20736,3275216,552480,37659072
1714748920000,9199512,22961384,36580888,8832,3066192,744368,36070088
1714748940000,9401120,29182256,37788320,14576,5115744,515536,70856704
1714748960000,19159568,56533992,77706432,29104,7384688,1786456,107500088
1714748980000,9458768,26422360,41971528,10192,2966208,878096,40666240
1714749000000,18049256,43767448,59166344,19248,5752720,1625328,75150064
1714749020000,12073440,35548448,77169808,18672,3171552,1073552,40668552
1714749040000,21163064,24549280,60422440,12032,5306816,1848576,67558736
1714749060000,10259336,40379648,63753304,24192,2601520,755176,28049752
1714749080000,8913336,16944768,36361640,8064,2663504,572312,29681656
1714749100000,10199640,28070152,41710328,7056,4250944,736840,55913792
1714749120000,10044296,16222104,28415640,6640,2631600,618000,32151576
1714749140000,9046440,26067920,32185016,8656,3681904,654352,47133344
1714749160000,9846704,16736864,38968272,13504,2903632,799576,34966472
1714749180000,12319352,19896592,45855232,11088,2936960,505408,35857064
1714749200000,6387016,17240080,24944856,7056,2620816,377632,27574248
1714749220000,6290912,14803624,28020000,7648,2473744,1060264,28950160
1714749240000,15106320,22984392,57361336,12912,3507616,1580264,48205512
1714749260000,12879824,15898704,28525488,13104,2226384,1595552,29568192
1714749280000,10222664,13481040,24693048,25184,3618960,638696,47510024
1714749300000,8128104,25386704,33309152,12736,3325600,852160,41879120
1714749320000,18980584,51971672,75359984,15584,6425376,1131576,76721192
1714749340000,13820024,14421704,46837136,11088,2341888,1177760,28194768
1714749360000,14393248,28822376,60628696,21984,4445968,2196360,46290080
1714749380000,7030928,18030064,27831152,21168,2786672,623072,35152144
1714749400000,7368352,19328216,27752488,7648,2960960,531408,35294208
1714749420000,14281136,25588832,54698024,8064,3603216,986920,42504336
1714749440000,10893360,30651472,45316112,10080,4445296,851520,59854736
1714749460000,4537736,12158240,19008768,8064,3050800,421184,30144840
1714749480000,10353464,21246456,34067816,9008,2847104,446760,38905232
1714749500000,7544088,18063624,34780448,9072,2423872,939016,28406736
1714749520000,5984328,15629968,24273976,17952,2417584,548416,26996080
1714749540000,7200456,15541472,29286520,20080,2508592,924144,30696264
1714749560000,14672544,24447424,53130320,9952,3752512,864616,52287360
1714749580000,7035064,12523408,27553632,9072,1981312,644976,28017080
1714749600000,6381320,15178104,24173632,8656,2702928,743928,30760136
1714749620000,13958296,16873552,50963504,9072,2869840,1182968,30766664
1714749640000,13768792,21051720,55747368,32256,3532608,976496,46800872
1714749660000,9867968,22916832,34276992,12096,2404128,608496,32293448
1714749680000,14010672,17392368,38745520,23936,2925760,1771184,34121088
1714749700000,6712768,12858280,30482464,28368,2288208,616744,26319704
1714749720000,8887184,16172256,31688488,13104,2786272,1135200,33948184
1714749740000,12112248,27781968,46702352,30976,4188704,911304,51280368
1714749760000,15341840,40152664,59984592,16480,5545264,878024,74877064
1714749780000,11934472,21573200,33121336,33104,2738800,904368,35963136
1714749800000,11249056,18611944,37697880,6048,2666048,629248,38879944
1714749820000,6406408,15045648,28319008,10080,2664592,807784,35501944
1714749840000,23420728,18557448,92281896,8416,2141728,1436912,24662744
1714749860000,5526288,12038888,20445640,6048,2414592,331152,22366248
1714749880000,5779336,14273080,23759784,6640,2425072,529656,30408528
1714749900000,13553888,18661120,25947648,10080,3274256,977648,36292608
1714749920000,6694960,18785320,52329136,8832,2763440,449592,33733256
1714749940000,5974624,13085016,19427592,8656,2350960,594440,28305056
1714749960000,7449600,18879024,31412240,8064,3041024,355624,31839224
1714749980000,15331552,20294048,41086584,6560,3342080,881040,35094032
1714750000000,23879496,39300040,79106888,18736,5318816,1825400,62315648
1714750020000,7679856,15515608,25842504,8064,3021584,480392,41059304
1714750040000,5532400,18782488,25023848,10544,2524384,743072,36501328
1714750060000,5660768,11315968,23732704,9248,2065936,431728,24404304
1714750080000,8832192,20162216,40431592,22928,3210048,511672,36121792
1714750100000,7907432,17433816,34614184,8064,2438976,647320,30725552
1714750120000,13232328,15880544,46716272,12096,2545904,1406680,26770528
1714750140000,5560352,14330448,21075192,7232,2441008,457432,31176400
1714750160000,5285872,11570256,22655512,7152,1843584,1011768,28535128
1714750180000,22493184,9357816,39714560,8064,6432704,1095264,96888904
1714750200000,13819352,58194232,88948952,14160,4896784,722624,53470944
1714750220000,13415016,31408136,53830032,5040,2218800,1309504,26006928
1714750240000,7412808,10927568,29232312,13280,2118704,1343024,25357712
1714750260000,11513544,26141040,52588144,11088,3961040,1500816,43787776
1714750280000,7376696,13085360,29653632,8064,2180624,461088,27183248
1714750300000,10891024,12772128,40332224,9072,5350912,609256,31163704
1714750320000,18628928,38391208,76766976,22352,4110720,2357320,64361848
1714750340000,11968912,16784312,43565512,10848,2600496,609168,31137240
1714750360000,6768808,11707656,25447608,12384,2080288,722680,24079336
1714750380000,5497424,11920632,23524888,8768,1913520,588560,24826312
1714750400000,24081536,26360440,66610912,13280,3913296,1929776,45169120
1714750420000,5202608,12935976,20564096,7648,2391136,535472,27069336
1714750440000,12915608,25549752,47759568,11376,3888240,636632,53831368
1714750460000,6158448,15933232,26334056,28736,2618624,745504,32619800
1714750480000,17163664,15975944,24065896,11440,7688672,1833600,73255848
1714750500000,11631368,43735920,75435120,16720,2349296,766376,27715312
1714750520000,21898512,16665120,68582640,17840,2780896,2308880,27738608
1714750540000,5575600,17326976,21655808,8000,2724688,579816,32984720
1714750560000,11307592,11352480,37972624,10256,2702752,471312,33770936
1714750580000,15873688,22043480,60094736,11888,3478768,932416,44650488
1714750600000,11195576,8531112,39546112,54832,2072432,938088,27408376
1714750620000,9385520,18803632,40581248,16704,3010416,2348256,34524624
1714750640000,10310976,11867912,33455704,273568,2226848,891160,23924424
1714750660000,5120896,13954624,19612768,9072,2431936,701624,27538784
1714750680000,5129416,12324088,23574080,9840,2261952,615512,25196184
1714750700000,5167152,10721464,21558128,8000,2391296,670664,28224552
1714750720000,5144712,14373864,22106048,8064,2217072,808896,26537984
1714750740000,14427600,22364352,51682080,10080,3709120,1233480,45012224
1714750760000,15446472,18615472,41324584,6560,3216016,683536,33272256
1714750780000,6962952,16475016,29203184,14704,2807312,928384,32378776
1714750800000,9650272,25172952,39347512,10768,3617056,803232,48207832
1714750820000,9383816,13088880,20359304,11552,1970080,671800,28409000
1714750840000,4289800,10630728,16597856,8656,1897072,1089272,25988232
1714750860000,11706104,19367320,35704056,11264,3650848,1126984,40955056
1714750880000,7744208,19254480,31702904,11856,3229792,882952,35191432
1714750900000,9019296,11355512,30850568,10192,1915168,873472,26888560
1714750920000,14138184,25334976,63244736,19856,3692992,1370728,46100440
1714750940000,4923920,9636112,23770712,14112,1780608,728608,20006424
1714750960000,7023592,16277704,30908040,11088,2966624,835840,25535640
1714750980000,4013120,10662408,16593304,8352,1873664,517096,21326464
1714751000000,10713640,15001648,29209568,7056,4041856,1034784,62985584
1714751020000,5246112,27813760,40775224,11680,1968192,793320,27660200
1714751040000,9454656,27048912,40306656,26208,6519088,946320,88111472
1714751060000,23764232,47082080,99587688,13152,2880752,722128,46793376
1714751080000,8160384,17201848,27254504,7232,3240736,650720,47837568
1714751100000,6560104,23351976,33568112,13776,2470656,467984,36727936
1714751120000,14894256,15303328,54450384,32256,2636176,1641552,33941680
1714751140000,6600864,16102744,24237568,42400,2184160,663936,27790984
1714751160000,6519040,15732544,26251592,25408,2719984,889768,31297056
1714751180000,5787392,12722312,24191560,8656,2230512,632648,32776392
1714751200000,16571232,11485224,19079872,5040,3378912,806960,44747448
1714751220000,9988376,23783360,60554240,9072,3530528,648616,51207704
1714751240000,9088352,20940696,38551192,9072,3210128,1126624,39814560
1714751260000,12292816,30653784,54600912,12096,4757648,1545232,52624912
1714751280000,5680168,16307152,21926016,7168,3299104,438000,29941296
1714751300000,9997392,22126976,46191032,11616,2842448,717368,36030560
1714751320000,9130664,15123880,32086704,17728,2521664,587376,27532808
1714751340000,8272096,11111040,28429296,50272,2005408,678672,24943984
1714751360000,5511208,15557592,22663480,20848,2693904,454888,27801072
1714751380000,6273432,22281976,23915152,8064,3537856,517000,47744664
1714751400000,6438416,13884248,29412672,16288,2770288,672576,28679272
1714751420000,14115208,16052920,54052920,8064,3295408,715984,32171600
1714751440000,7470840,16405792,24079200,15888,2259616,566184,26054216
1714751460000,5305256,14827744,24108280,9072,2403312,562800,26836936
1714751480000,6172888,14600096,28638672,11264,2375072,1540488,32396744
1714751500000,6330584,8725136,22212760,11024,2265920,571568,31825808
1714751520000,5074880,15368664,25226096,14336,1765760,662552,21120144
1714751540000,6956496,21472272,30142000,16528,3388896,319464,40603400
1714751560000,8779864,13435024,15726144,6224,2134608,363472,23789408
1714751580000,5377736,11741112,20135160,8832,1925616,759128,23120856
1714751600000,18390088,26906424,66051456,22688,5160976,1002272,45988688
1714751620000,17749640,33075768,69364752,14880,2076800,844360,57417336
1714751640000,14315728,22514024,55503312,8064,3552192,741680,43766256
1714751660000,15314176,42846232,65362608,14208,6216240,1517392,81514376
1714751680000,6936568,15711472,30367688,17952,2695936,756336,28099744
1714751700000,17603992,18861720,64468104,10080,3231552,1014704,32888696
1714751720000,5098984,13296512,21395264,15696,2122208,483000,29534544
1714751740000,9257832,10584928,32707048,8064,1897760,649192,25318888
1714751760000,4893864,14437224,21591048,47728,2613456,1008032,29115200
1714751780000,5117768,8496504,21099616,7648,1538592,498056,19786936
1714751800000,4897008,11804168,23131176,7056,1964848,518928,24214560
1714751820000,4519056,12456056,20069472,5568,2209056,376840,22887512
1714751840000,11437528,35091088,47943600,11088,5219968,960456,72897488
1714751860000,8236576,10871720,25111784,19152,1911232,557536,21523792
1714751880000,4921832,11242664,20445024,25536,2137536,527008,24075792
1714751900000,4080792,8424016,19417160,9072,2496240,290416,32860480
1714751920000,7531768,16556248,29774512,36128,1958656,787816,21869992
1714751940000,5322032,14896592,23881120,7648,2750560,574872,30215192
1714751960000,5806768,15208936,23254896,7056,3160656,520872,30042760
1714751980000,18395320,16894512,32422848,8064,5251824,608720,64228968
1714752000000,6639176,34172864,56053816,7056,4836608,442488,58087912
1714752020000,11018504,32325664,41182992,23216,3383568,854376,33495832
1714752040000,14838304,23081544,50225248,12032,3515648,1370512,41097664
1714752060000,5096904,9952912,18111840,9008,1845424,593000,21991800
1714752080000,7438424,17561936,29776208,7232,3153632,647456,32994792
1714752100000,7612336,21343264,29318816,10080,3457584,495968,39527800
1714752120000,3651560,10966552,17986848,8656,2224896,379848,24765904
1714752140000,4691784,11572856,20520536,17136,2103488,551544,23864304
1714752160000,18053656,32330952,61503256,18656,5074448,962480,60653736
1714752180000,6177016,14892808,25538232,26128,1976208,856416,23344816
1714752200000,6200552,11084416,20544368,6048,1768032,726296,20347600
1714752220000,4306544,10088360,17273560,8064,4617472,383768,51759192
1714752240000,15941400,30656168,48000456,13696,2005968,923040,22807192
1714752260000,6616384,18822648,27864136,10192,3136160,626400,32754096
1714752280000,4291384,11221784,18353400,23184,1855616,696000,26478496
1714752300000,5483192,11961864,23982368,7648,2019184,521504,25914416
1714752320000,9497480,11578608,15280568,8064,1967136,375512,20348584
1714752340000,13499392,14601632,45228472,7648,3332000,1134080,38128368
1714752360000,17003784,19846832,34094392,14112,2616480,1073792,30760960
1714752380000,5904368,17540368,64134640,12688,3038448,475288,34100280
1714752400000,6329600,15969792,23460032,10080,2691040,874784,30049944
1714752420000,4415752,11175192,17526432,6048,1971648,383624,21854408
1714752440000,3362168,7561384,11858872,24224,1545744,811304,19441320
1714752460000,4958664,10020176,20351736,24992,1856688,512080,19770136
1714752480000,4491392,10326904,16652640,9712,2075792,485752,26498904
1714752500000,6413520,17958592,24959776,27600,3053648,659824,32064416
1714752520000,7298664,11611392,29100568,6048,2304976,606136,24853216
1714752540000,3872200,10764816,15568304,9424,1609296,533664,23222936
1714752560000,12340536,7895112,16044696,33104,1691936,808720,19418336
1714752580000,8089336,16441632,58556424,8240,2692448,1417288,33376056
1714752600000,3861192,10408992,14395272,15296,2014368,511328,25484064
1714752620000,9308736,25003128,37693240,9072,3961392,787896,50276000
1714752640000,4516712,10797720,17930736,10080,1856784,344136,21118088
1714752660000,8273152,12204856,31651200,6048,2533600,502200,26936624
1714752680000,15058712,23588680,40478848,7056,3890000,1426904,38536168
1714752700000,13118272,21115864,55123920,8832,1808448,1172472,21108008
1714752720000,14802552,20841208,60150080,9008,3328848,1144248,33422456
1714752740000,3904184,8943192,15947168,7056,1691232,704136,20008320
1714752760000,2994368,8235592,14797656,21856,1445680,477024,18699496
1714752780000,6724200,15603888,25022432,8240,2534336,572424,26259680
1714752800000,5206536,9871840,21831512,10672,1890768,556304,21708632
1714752820000,5171728,13799352,17995512,11088,2491200,550160,28686472
1714752840000,10754216,14194232,38938320,7648,2573200,493704,30131392
1714752860000,9274616,15956400,33598992,10192,2219024,660848,32671576
1714752880000,9385560,9628096,36225488,8832,2312544,341040,28920336
1714752900000,4835232,15108624,19528536,7056,2057488,425872,26631176
1714752920000,9843688,11543312,34395776,4800,1887888,410496,21413832
1714752940000,9773712,17045104,33228488,7232,2596000,469816,33741208
1714752960000,7281432,12944880,16141208,24160,2466880,626240,27109368
1714752980000,5538168,15506928,26034096,17008,2617040,589712,31732936
1714753000000,5922552,13805464,24367864,7056,2360736,412152,27205768
1714753020000,5168112,12612320,19975656,6048,2270176,549616,24961672
1714753040000,7252824,17182240,29528208,6992,2924592,495824,30141864
1714753060000,6081480,15052088,24550456,9664,3836608,554320,31253672
1714753080000,10352528,34708496,41760136,11552,5417968,821680,65275840
1714753100000,5167728,13383584,21324944,7648,1813168,567984,26536376
1714753120000,5209504,14978632,22411856,7232,2427488,1099632,31810512
1714753140000,8989296,14721368,39360904,12096,2566656,943392,25837720
1714753160000,4950992,9181600,21316592,5216,1557456,692480,20149584
1714753180000,6336000,10007032,16891752,10432,2716800,459144,30948320
1714753200000,4295208,16853056,28678304,9664,2224592,599136,23720976
1714753220000,4762032,11651040,19544320,7232,2200880,222224,22198832
1714753240000,4317456,8974688,19071640,6048,1653072,458320,18854184
1714753260000,8511464,26717936,34291344,9248,4252560,480088,48837992
1714753280000,6649576,14233752,25325080,7056,2412256,456560,30175968
1714753300000,5810616,12007536,22763552,29168,2120336,474536,25364184
1714753320000,3929664,10489472,14078648,7648,2054576,263440,23394648
1714753340000,7394672,10797216,30461808,5040,1693920,316248,24577688
1714753360000,18528792,29705200,70258584,9072,4538864,1038760,52723960
1714753380000,19393160,17296936,37165496,9664,4140000,1297600,45961488
1714753400000,5780504,24294512,70844440,13104,2517312,365224,29066592
1714753420000,6140952,14493944,30264936,6048,2733904,1023152,23180848
1714753440000,4612032,9600960,19370728,9248,1858544,342416,19695520
1714753460000,6511880,13200840,25941368,7648,2198416,472224,25246648
1714753480000,5031528,7981976,20599272,8064,1791536,572576,25063728
1714753500000,4472304,10517352,19715312,15120,2080000,448360,22250368
1714753520000,6339536,11063752,25996240,8064,1941936,440264,24735424
1714753540000,3790680,12439488,16975560,5040,5313888,313696,26481248
1714753560000,10637616,36189872,44736008,7152,2886688,716272,61995152
1714753580000,7183912,18008248,33201400,6048,2144640,339816,36267168
1714753600000,4581688,8895832,19423200,32848,2017328,832944,19384368
1714753620000,4550744,10516576,18255056,5808,2056800,441040,23407056
1714753640000,3982632,9667640,14342952,21120,1731216,319648,18781000
1714753660000,7897208,14303680,28401952,7648,2606032,740096,29533992
1714753680000,3868128,10350088,16065944,22080,1890768,495408,19156264
1714753700000,6426464,19199032,26346888,20016,3220432,836152,36120512
1714753720000,12743904,11878240,32537440,11488,2082512,1106104,25245248
1714753740000,10737496,12902488,36402664,5040,2373344,534656,24628568
1714753760000,3470280,7579488,14332000,5552,1661376,408552,19599136
1714753780000,5935760,7627032,13577088,10256,2599024,860128,29090680
1714753800000,5457304,16368776,25985168,9664,2244000,1200264,22943248
1714753820000,6159552,15524952,25641624,8064,2659184,629144,28363920
1714753840000,8639064,19640368,31632808,8592,3259360,560904,39264328
1714753860000,4603320,11541624,20762704,15120,1905408,605600,18538640
1714753880000,5306784,8789728,22502680,6048,2520624,538560,23993552
1714753900000,10882496,30916952,42613624,8240,4456816,477600,51449848
1714753920000,4763952,11554856,16426648,11264,2200560,721568,27271632
1714753940000,5705544,14284608,24859000,18896,2194368,873064,25018008
1714753960000,3029032,8833744,11566480,7056,1646672,404616,19521688
1714753980000,14645360,23846568,36493208,6640,3994912,1032528,45396384
1714754000000,4132984,13190032,17942976,8064,1882784,489752,20524584
1714754020000,2673872,7741200,10998976,12688,2888016,580904,21182848
1714754040000,6427104,16857056,25980168,6144,2122272,746336,30480992
1714754060000,3109552,10508760,13017104,9424,1490432,359312,18104632
1714754080000,10123616,8873744,34980632,17136,1863392,563384,21855744
1714754100000,3997376,10301104,16742328,17824,1833264,997328,18989136
1714754120000,3178768,8462392,14285864,6048,1628992,535784,17976632
1714754140000,6648920,15860208,25696448,15888,2649664,415072,34246776
1714754160000,4088160,11544672,16461456,197200,1836624,2508280,16596656
1714754180000,4433608,11326912,19611952,9248,2360368,433088,22318200
1714754200000,6389032,8223592,14896776,8000,2222224,665024,29328856
1714754220000,7590400,14479120,28673464,11856,2540880,686080,30003792
1714754240000,4143976,8261184,16004528,8064,1550112,356552,19535048
1714754260000,9727208,11396168,17251320,17056,2000256,531752,22677960
1714754280000,16559376,39089456,63824608,14704,5732064,1988168,64446232
1714754300000,3837768,9208376,14990608,20256,1859664,521080,18165872
1714754320000,7506224,18523848,28122432,11680,3205680,995728,35028368
1714754340000,3816240,9800936,15686392,6224,1933072,396880,18743784
1714754360000,15584312,45158048,60077872,19088,6222560,1346272,83502096
1714754380000,9948640,11738136,23694728,9248,3841424,679808,52102168
1714754400000,13031392,26476512,48050072,29232,2520144,590088,29986144
1714754420000,4834112,8586864,20850024,7408,2206048,820568,21697192
1714754440000,10007456,12166688,37072448,18064,2494880,1149296,27287584
1714754460000,11084264,13035192,40403704,21984,2240880,593992,30520848
1714754480000,5725128,14681248,21086576,10080,2581632,470088,28231808
1714754500000,4655760,8741344,16965352,7056,2203296,426720,21483688
1714754520000,4138488,12302224,18743312,6400,2199840,638744,26911656
1714754540000,5148072,13759008,18873424,9840,1657552,483496,17603328
1714754560000,6229936,13811432,26160272,6752,2354016,541992,24212968
1714754580000,7846128,18345864,35186800,15120,3052864,1127520,34602920
1714754600000,4593584,12751440,16670960,8064,2383120,1246408,27771648
1714754620000,13294760,14273360,47783040,8416,2363440,697408,27753304
1714754640000,8336336,10732096,28190904,5040,2016944,491608,18404248
1714754660000,3977008,7195936,17563592,10080,1598208,1251336,16073080
1714754680000,8448288,9324576,28500288,22384,1998928,563712,27435840
1714754700000,11261944,12762840,25422824,5552,2354032,662800,28537368
1714754720000,11258840,12645640,40427496,7056,2504576,1032016,27114744
1714754740000,5812544,10538592,18160784,12208,1928624,612616,20697976
1714754760000,4302856,8799232,22547336,31328,1591280,533032,22505464
1714754780000,4978520,12326416,23000160,12272,2153168,441672,20996232
1714754800000,3905288,7619064,16230968,5632,1726704,334744,19925824
1714754820000,17970192,24760344,75085064,14224,4156352,1340696,43781480
1714754840000,7604600,23030120,28241256,17712,3478800,592328,40216688
1714754860000,6527896,17536160,25399744,8176,1758544,633640,20075208
1714754880000,3660400,9215480,14329672,7232,1761920,417128,17728400
1714754900000,10032648,9452664,22985784,20608,1739456,1321120,22495880
1714754920000,4008040,9889872,20097576,10256,1997408,471008,18316688
1714754940000,5237272,9160792,21648776,16480,2126416,801264,22523648
1714754960000,5534016,13595352,21295680,20160,2313088,728384,24174632
1714754980000,6475504,10001048,28508736,14112,1919232,400144,23011256
1714755000000,6379944,12333608,22430480,6992,2086272,490616,26533528
1714755020000,7705944,20205104,23422752,7232,3790272,562536,44906880
1714755040000,5255976,14964080,20759416,7232,2598432,459120,31992168
1714755060000,5040064,11498184,19857456,6048,1587520,428184,17422816
1714755080000,5112904,14537384,18679672,10256,2697584,819072,28520048
1714755100000,5679528,10766352,16494976,7824,2198880,381640,26444704
1714755120000,6304712,17376376,25074120,8416,2743488,521456,33897544
1714755140000,8288064,13043984,28939504,8240,1893872,502256,22343512
1714755160000,4666176,13223128,19797376,4032,2324832,518464,29736048
1714755180000,6710736,10810032,28315328,7056,1545936,1014728,15811248
1714755200000,5298488,9692888,21020792,8832,1941552,880928,18928088
1714755220000,9205384,25149888,35415912,8832,3881712,653768,48564976
1714755240000,3156864,11225856,14855072,17472,1663568,389200,18502552
1714755260000,3916400,10248496,16930136,15168,1833728,416768,21431800
1714755280000,5048896,8438200,23538752,5216,2309856,742944,23683504
1714755300000,4516448,15648816,18204248,9664,2350208,378728,32687768
1714755320000,10501360,11449048,36576656,8240,2117232,577656,23597416
1714755340000,4990512,17623512,18537504,20752,2819328,403744,33458272
1714755360000,3569176,9946912,16479064,7232,1597552,495008,26137808
1714755380000,5333984,12847968,20144368,6640,2177376,418888,24533480
1714755400000,4691696,13377840,17939224,8064,2142304,343448,24366960
