sep=,
"Time","Aeqnitch__Aequitas_NEO_A","BATS_BZX_Feeds_A","Canadian_feeds_A","NASDAQ_Canadian_CXD_Purestream_A","NYSE_AMEX_OpenBook_A","TSX_Feeds_A","UTP_Feed_A"
1714755420000,5360488,13726640,21440976,6640,2428400,423824,26369032
1714755440000,4650032,14767088,18961784,11264,2378976,409704,28724520
1714755460000,4524184,8770368,14514720,6048,2065920,363152,25905968
1714755480000,6440696,13434088,23525832,5040,2243232,606256,28069648
1714755500000,5278168,11680232,21072504,9072,2160496,710320,23071888
1714755520000,3766136,7229008,10361408,11088,1878768,394264,19408056
1714755540000,4063064,10342720,17265184,11440,1769248,411816,17665368
1714755560000,4912024,13913608,18896712,6224,2485152,436848,34824840
1714755580000,5965112,11004808,24244312,18304,1843728,363336,24871120
1714755600000,8352224,15381136,28576352,8064,3239632,774600,36515224
1714755620000,4713144,18386984,19647024,11552,1852880,614592,21151688
1714755640000,5226776,9801808,22288592,10080,2156224,1157136,18969856
1714755660000,7056456,12310776,29640056,20336,1927376,460416,24115592
1714755680000,4828376,9715728,18396016,6048,1699136,370264,21762792
1714755700000,4695488,6873264,12097528,12448,2319456,447536,29578296
1714755720000,4491600,14403904,20423728,7568,2020336,379408,20845904
1714755740000,3532160,10924184,13689240,6224,2003392,382368,20150880
1714755760000,18151488,23399520,72207432,9072,3418240,1899800,42355920
1714755780000,5037200,14905480,23430232,10784,1930048,534480,23166704
1714755800000,3600752,10541608,14854272,25552,2042768,569824,20544488
1714755820000,5424856,12493840,21752512,8656,2404000,424592,27003840
1714755840000,5137776,11274152,22168784,25200,1992624,464280,21644232
1714755860000,5936304,16031472,21455752,6048,2578544,466240,29978432
1714755880000,6708096,11385640,24120944,8064,2062432,396768,23107208
1714755900000,4351920,13245016,16810200,8064,2383584,771320,27010880
1714755920000,4353664,12274376,18677984,6048,2154176,916680,26624296
1714755940000,5029456,12200904,25003840,8064,2690224,362232,26770992
1714755960000,3478800,15527328,20592624,5040,1715776,252904,19869200
1714755980000,4453752,11119040,16568840,5632,2011088,439912,23933952
1714756000000,3120640,9406840,11568000,7056,4014448,505064,24163600
1714756020000,7534312,24212480,28931232,7408,2676480,596160,45584264
1714756040000,3451368,7243400,14126800,6752,1382880,500216,18903568
1714756060000,3085512,7760392,12472504,20432,2085104,467704,28916824
1714756080000,4884896,11618880,20948352,5632,2053856,431728,19139744
1714756100000,3127064,8602728,14468776,7648,1901232,743272,19447424
1714756120000,3922344,10851832,16702600,9840,1425232,857504,22202984
1714756140000,5579984,9469384,21192912,8656,1946976,572272,18820504
1714756160000,5910992,11306880,26840608,12144,2139584,363232,24766816
1714756180000,3587096,7289232,12892960,10896,1900896,302672,29261104
1714756200000,4201688,11355752,15786960,7232,1568960,291640,20071744
1714756220000,3370152,7511712,12980560,11680,1542944,504312,16691576
1714756240000,2660392,7658640,11469424,9952,1688640,371936,26725840
1714756260000,3985488,8993616,18510248,27216,1756544,1273784,17483232
1714756280000,2993272,6725624,11900160,75616,1266448,739384,18940104
1714756300000,5161568,13747064,23167176,8160,2256192,675056,28500864
1714756320000,7175824,14838968,30309744,13104,2552368,1520736,29664448
1714756340000,3891896,6452360,9268992,8064,1499904,366016,15427408
1714756360000,4392352,8691576,17400416,11552,1387072,656624,22172232
1714756380000,7221144,20055672,27546280,7056,3184896,359584,37986152
1714756400000,7714664,9161968,18439680,10368,1735248,392760,25353720
1714756420000,2638400,7138184,9863288,29232,1419136,591800,16090280
1714756440000,6795016,21448984,26280176,25824,3383328,677776,34736080
1714756460000,5033056,7764904,19837264,26176,1412384,1471968,16982584
1714756480000,8382288,17300264,37536336,10080,3066528,1624128,26490728
1714756500000,4984672,14774456,21159192,12448,2643616,409520,28488656
1714756520000,3383096,7796152,12526968,7520,1570784,308664,19168704
1714756540000,3416560,8515552,12548984,10016,1685392,326496,18498536
1714756560000,5185832,12638328,21388224,7232,2087472,429296,23718632
1714756580000,3724776,8914320,18236432,18144,1716320,836440,18649736
1714756600000,11290336,7859632,28530488,250592,1592688,3189112,25655064
1714756620000,5631960,12422000,20855040,5632,2389584,331768,26685224
1714756640000,18241944,31767312,66091176,20928,4847504,1226936,56710240
1714756660000,3186264,6864024,14102608,5040,1619488,384424,15778968
1714756680000,9312072,15164088,39746400,16992,2372480,1480576,35178408
1714756700000,4932160,8244840,21846048,21792,1976448,587984,20890192
1714756720000,3079648,9801360,18704208,8064,4173648,594688,44730832
1714756740000,17680528,26745936,41575072,12096,7548480,2263664,111111640
1714756760000,19878048,62854232,83862536,22640,6929536,2441096,99662960
1714756780000,4021280,6944976,18141032,10080,1543200,555880,21843760
1714756800000,17982440,33689416,65221256,10080,5172032,1209672,60210000
1714756820000,3055888,11753920,17830496,7824,1632384,453752,20570992
1714756840000,5255032,7687408,22560152,8064,1526912,813432,15697112
1714756860000,5385864,13408152,20859360,9072,2475328,384488,27427856
1714756880000,3598280,7210472,13574728,8240,1458592,462352,23680504
1714756900000,6879832,11454360,26645328,9072,2078640,1232448,23471504
1714756920000,9692456,22044464,40330008,16976,3811376,1038128,45858288
1714756940000,2894672,8138192,13504320,30144,1542192,713272,16155488
1714756960000,5698240,12948680,22005696,26112,2469056,1573288,23801080
1714756980000,6628024,12129176,26799880,10672,2094704,780864,18689936
1714757000000,4843672,11494768,20360848,14640,1937216,933352,21102272
1714757020000,10933328,8963632,42753952,21440,1683872,488544,21862720
1714757040000,4442480,10762144,17191336,8416,1953728,426544,23827504
1714757060000,4206824,10536872,16180912,21040,2100624,578480,24525344
1714757080000,3841352,11816952,15565480,9072,2243984,584424,29457464
1714757100000,6331464,10953424,24438504,13104,1999584,473824,29032352
1714757120000,4952176,11808064,18101160,11264,1526000,427856,19642328
1714757140000,5306952,10698336,15880544,13280,2101552,1312568,29473248
1714757160000,6016008,11223560,23102920,6640,1537632,446256,15613456
1714757180000,5711096,17395960,21190536,5552,2762976,650896,42292440
1714757200000,7501288,5815984,13122176,13104,3790704,641960,37993016
1714757220000,9189920,21553464,31159992,7056,1945856,442720,21657320
1714757240000,4986360,13076688,20570136,9184,2475472,621264,27663328
1714757260000,4256064,10188488,15457640,7056,1981168,534496,21707600
1714757280000,6025288,14408400,22168024,7824,2443968,506944,27161576
1714757300000,2813168,7193344,13093064,9840,1325680,426432,17292360
1714757320000,11735856,10711240,40609504,7056,1934688,1129944,18918752
1714757340000,5674856,14272656,20102816,12384,2485808,331488,29599704
1714757360000,4879296,9433904,18892408,6816,1687696,596400,20663240
1714757380000,14464976,14263168,34205144,11680,2539536,1523424,31023048
1714757400000,8067672,15694000,29731704,6048,2425456,564936,29528328
1714757420000,3799424,8264016,14975896,20752,1672512,347544,25717920
1714757440000,5901456,7851576,26360160,38512,1691248,770312,21764608
1714757460000,8067960,24072144,29351160,7648,3675632,478864,51116000
1714757480000,6708872,15112432,24767400,41328,2318160,396400,29863408
1714757500000,7780184,9610968,25835552,6048,2728048,422032,27055088
1714757520000,9090368,28738168,37919400,23184,4440992,1202528,58133768
1714757540000,6693680,19910640,23941192,11440,3007088,643992,40795168
1714757560000,6924464,13522440,29215376,8064,2461168,663360,33058336
1714757580000,4474168,14518200,19059824,12096,1952208,440968,22996712
1714757600000,3632584,9444960,14399624,27152,1750208,585416,17853048
1714757620000,4776952,10612728,13593728,9584,2048096,444520,22232264
1714757640000,4714104,10966416,19036512,17136,1988336,455224,22672936
1714757660000,6212120,22067944,21516136,8592,3691872,412640,38718928
1714757680000,3589048,10210928,13834352,5040,1919680,690200,22267616
1714757700000,3766096,11421680,15383856,11440,1997712,399904,23502872
1714757720000,3211432,7664144,12150576,11088,1406032,630192,18333216
1714757740000,3353928,8071600,10671544,6816,1788384,384056,18472720
1714757760000,4453528,10225936,16019544,11552,3010752,528368,32534928
1714757780000,5325608,19183928,20926120,13104,1636592,368824,15804736
1714757800000,5102088,15442912,21305720,13856,2795808,607840,27124224
1714757820000,3942208,8760136,16811728,9664,1713200,545120,17628552
1714757840000,2911624,7450720,12277696,9072,1608096,399896,15312080
1714757860000,5454944,12798872,19975784,6048,2227488,598144,21851320
1714757880000,4119632,12454344,13907424,11088,2350432,349496,25178128
1714757900000,2994272,7808584,10730848,10352,1605312,788264,17025976
1714757920000,6539496,8964704,12379184,9536,3362928,823448,33166672
1714757940000,8316816,18140176,27284880,7056,1821344,510656,20868576
1714757960000,4522472,7795728,19838944,6048,1569440,455376,18493168
1714757980000,3263144,7268792,11018344,7152,1934544,503976,20840440
1714758000000,7672472,22605048,27324288,8656,3260000,755952,38843872
1714758020000,2716720,7230592,11073144,8064,1477120,512816,17572784
1714758040000,7309376,8407848,24309072,5040,2001536,552880,22697448
1714758060000,4818584,11004088,16089536,14384,1896672,530232,21027760
1714758080000,7651656,12480808,25764176,6640,2239856,529552,27633296
1714758100000,4928984,15530376,21343240,6048,2620640,629920,33664736
1714758120000,4402752,12353688,18537536,12736,2033184,633832,22516280
1714758140000,3894776,9724408,12748168,15056,2186720,218376,24304656
1714758160000,2966440,7805584,11479192,4544,1649072,562296,15715520
1714758180000,4534440,13658248,17495864,6816,2340736,536352,28156128
1714758200000,18056496,14365472,18023040,7232,8195872,2024840,111544608
1714758220000,10194016,58471552,66230672,19920,2411888,416968,31682904
1714758240000,4452968,13110272,15280176,10368,2243408,314264,23900104
1714758260000,5553304,15732400,23311504,6224,2789840,442800,29165368
1714758280000,2641376,8412624,9184744,7056,3381568,324600,18791240
1714758300000,17408216,18414312,67993696,19328,2937056,2530784,28166736
1714758320000,3830824,11255880,15011424,19904,2041312,330496,24480328
1714758340000,6803080,11420184,22999128,8416,2022000,483976,24647232
1714758360000,3370064,8025480,9675528,5040,1373968,383544,14221136
1714758380000,4512616,10184008,19070776,11264,1892192,836576,21526296
1714758400000,3081328,10220688,11944080,8656,2017984,453816,20940872
1714758420000,3682912,9925128,14533760,10016,1868944,1229184,19219560
1714758440000,3752416,10628136,15306592,7408,2307840,333496,24534312
1714758460000,4151736,10061672,16651264,6224,1671888,438976,22667176
1714758480000,9254904,7981064,14668240,6048,1657776,384344,16587856
1714758500000,7120576,7668496,23611480,9248,1220272,639880,15740736
1714758520000,5313224,10113392,18561752,9776,2565520,1433712,27078664
1714758540000,3300392,14511128,21537184,9072,1702064,368752,17151688
1714758560000,4323272,7469688,18175056,11088,1388192,449768,18693328
1714758580000,4606976,11645304,17840024,5216,2032864,982120,25002640
1714758600000,4118312,9063832,16133432,7056,1610160,410816,20040168
1714758620000,10258312,6239688,36838040,4544,1303456,433488,19559960
1714758640000,2841240,8327784,7607808,24192,1640064,343952,19695488
1714758660000,3270112,8599640,13674448,7408,1432240,525216,14157872
1714758680000,3312688,11348104,11424280,23568,1827456,491168,23322200
1714758700000,2996896,7955688,13462976,13104,1551936,464096,17427224
1714758720000,3949096,9268056,14198720,22176,1694592,465112,19497896
1714758740000,3195792,6569264,11549712,9072,1334448,613896,15168648
1714758760000,3334400,7837592,12807016,6048,1463536,541272,16197648
1714758780000,5881424,12903096,24804728,6640,2285552,634504,22751608
1714758800000,4211576,9145304,17774272,17232,1966704,387984,19042160
1714758820000,18209800,11054384,48747656,9248,2060832,1439976,26940800
1714758840000,5591824,14454832,19908480,19152,2464000,520984,28200296
1714758860000,2429680,5882880,9574888,10432,1314272,402776,18692312
1714758880000,3580808,6855272,8556000,9072,1371936,298520,17454000
1714758900000,3541368,10326864,14200528,9072,1846736,296168,19107792
1714758920000,5435232,11571904,18454152,6048,2026736,506752,23023960
1714758940000,4113080,9532464,15680984,19072,1536320,387992,18970424
1714758960000,3956264,9619832,14630408,7168,1800848,446536,19593696
1714758980000,4174656,9235168,17458784,9072,1564784,560488,19822016
1714759000000,3127568,9032784,10914104,9072,3191152,782760,23431144
1714759020000,20053608,23641144,67109480,17536,3950880,1295072,43265608
1714759040000,5477928,16699984,21282680,5040,2895456,332504,32482200
1714759060000,4005528,9517056,17906784,6400,1842976,451568,18429880
1714759080000,7662664,25699736,29287424,9344,3783776,547480,45822712
1714759100000,4159544,9865224,14723848,9344,1752736,524016,21419968
1714759120000,4000360,9746528,17540032,19920,2645808,647808,23117568
1714759140000,9156664,15382968,33476104,31840,2275264,439112,32387784
1714759160000,6387744,18564728,26503624,11136,2980448,747176,36175120
1714759180000,5401736,14268920,20410880,40624,2524560,605304,31656480
1714759200000,4673800,15988192,20147264,16000,1831408,607152,27421864
1714759220000,4870336,10743320,19002112,7056,1911536,530736,21895648
1714759240000,3486128,8584648,12567512,5040,1599760,433288,20909720
1714759260000,3536488,8437432,12055472,7056,1323152,721032,15722272
1714759280000,3943208,8583480,14301360,9248,1921520,603464,19983744
1714759300000,4065808,9837776,15909920,7056,1694128,985896,21544128
1714759320000,3282312,6937424,8977984,8064,1417632,784144,15251016
1714759340000,3539736,6699136,13615264,9072,1286560,662056,16248256
1714759360000,3371112,7209288,11909520,13104,1610448,404672,20891272
1714759380000,4328456,10708888,18422896,9248,2145232,757768,20182000
1714759400000,2982432,7377328,13208800,20192,1541904,533776,17477744
1714759420000,8831616,9463968,29735712,6752,1682256,942464,17113152
1714759440000,4246128,9940424,15721536,8064,2110224,885928,20392576
1714759460000,4036696,7167048,17050872,10480,1552944,780464,17885088
1714759480000,2758224,7901496,11172352,9600,1643376,532160,19519488
1714759500000,4536456,10357048,15692352,65376,1995136,795336,24162032
1714759520000,5147424,14439568,21835912,6048,2444256,670728,25007216
1714759540000,8524976,12779200,18877552,7824,3255408,650064,41582744
1714759560000,3871464,19691872,30402528,9072,1563632,542712,16545320
1714759580000,5186008,13381464,21178976,7648,5474912,1066952,32975824
1714759600000,14675080,38587840,57819368,22352,2312976,1868072,65316064
1714759620000,4560824,10422080,18518000,8352,2017760,275136,21836120
1714759640000,14325736,36553064,49826264,9424,5136304,605136,77915992
1714759660000,4438296,13685600,18281000,12688,1574032,681016,21323760
1714759680000,11944912,26940064,48788800,13696,4030096,1811688,47724664
1714759700000,8794072,13226608,31192072,8064,2451664,671368,27858264
1714759720000,7129168,5575720,25305344,6048,1487488,738128,17187640
1714759740000,9043824,14216688,21578552,10080,2508144,952088,24453520
1714759760000,2927768,8178800,12427960,9120,1971520,466304,17693424
1714759780000,6165424,6651744,9065584,6224,3444688,297352,46575984
1714759800000,4300968,20725848,21871216,12560,2251344,784040,24886184
1714759820000,3391048,7803480,10833632,8944,1542128,1520888,20311488
1714759840000,5607992,8014976,13395648,9664,2617792,1398528,27701640
1714759860000,10572288,14659696,38023400,16208,2568864,753632,31001632
1714759880000,9656096,16133608,27431248,12032,1892688,836504,20726152
1714759900000,3780976,12395680,12237800,18144,2063760,403336,26835048
1714759920000,2601552,10036512,15753336,12608,1816400,348168,21546864
1714759940000,3622216,10815880,12780288,11552,1644128,535552,21129728
1714759960000,3774872,8559792,13828088,33168,1636896,759936,21561168
1714759980000,3528408,9373064,16578400,6640,1789984,476128,22281528
1714760000000,3082096,7316488,13581424,6640,1472640,365296,15791000
1714760020000,10095432,15114992,36517520,5040,2756432,841624,29629104
1714760040000,3662712,8438392,14919328,8064,1735552,1160232,17266224
1714760060000,5165136,8134568,18970440,136784,1649888,1239672,17931528
1714760080000,5180912,13232208,13763624,4032,2973472,381288,32213792
1714760100000,2930160,15369328,20142968,10080,1952432,601544,20497344
1714760120000,3861296,12116832,13529000,13328,2367088,706368,25926544
1714760140000,3278024,8784344,13893664,10720,1712656,511664,20322200
1714760160000,4241584,9459112,17729128,10256,1882880,612408,26906368
1714760180000,5606168,10919336,18949536,8832,2214992,763656,28873712
1714760200000,3124568,8214648,9506112,5216,1836528,436360,19930456
1714760220000,4508464,12699680,15254184,9664,2392000,540176,27003280
1714760240000,3366016,9714912,12747448,7056,1973744,431280,23506888
1714760260000,2884272,6690832,10644944,35952,2249088,614080,23919360
1714760280000,4394008,11521288,15321512,10672,1871568,574616,23046736
1714760300000,5037008,11254024,19512472,6640,2784864,637544,34312928
1714760320000,7742192,16853688,28604384,10080,1307584,712856,18378656
1714760340000,4528688,16160752,17264824,9072,2545984,435984,32058856
1714760360000,5242072,10737080,18868664,6640,1913824,393272,22777176
1714760380000,4006176,6374920,18009696,7648,1420288,440960,16335400
1714760400000,8569272,6226496,29005472,9664,1463040,318888,17027288
1714760420000,3033664,6517744,10664856,12560,1853936,388320,19769704
1714760440000,3296560,9277056,12115824,7232,1946096,384944,21760752
1714760460000,3418680,6677392,14855696,22800,1679856,679496,17325912
1714760480000,5029784,15514064,18776192,10080,2983280,622744,33764144
1714760500000,2688824,5946496,10308040,8064,1429728,467832,20775224
1714760520000,3628480,10020360,17034848,9248,1845184,1803984,19713288
1714760540000,4334448,8519640,18775488,10672,1879072,614576,20085280
1714760560000,4100656,9472520,14955120,16128,2020224,800600,20755760
1714760580000,2717960,8461416,10068048,10080,1620816,404256,16585152
1714760600000,15458112,7567096,37704080,8064,2014096,925744,21601480
1714760620000,4540888,11484968,15200056,5040,1777008,589176,24400488
1714760640000,2668568,6645840,8993224,36048,1529616,666008,19654920
1714760660000,2281296,7488088,10655376,16304,1396576,734944,17011160
1714760680000,4733712,6965232,18642760,10544,1749968,532008,19984120
1714760700000,4070968,9479704,14482352,10960,1922880,827056,19941544
1714760720000,2815056,7378808,10112912,6640,1946672,291920,21602424
1714760740000,3421872,8994392,12835288,5040,1480576,941840,20664232
1714760760000,12033944,9244000,27036640,12272,2019744,1271432,22207144
1714760780000,4152536,6960536,17383424,45424,1429904,886688,16822152
1714760800000,2599184,7087360,12448808,26768,1587376,397400,17857448
1714760820000,3045608,9030360,11493120,7056,1871744,730872,22899392
1714760840000,2649976,6787472,9296232,7056,1458816,314744,18847368
1714760860000,8869424,9048368,27440224,7056,2175312,1043896,18622840
1714760880000,5438680,12436432,20218912,8832,2338576,887328,21985664
1714760900000,12016280,9007864,25140888,9072,1683056,1205664,17652712
1714760920000,3591432,6327200,12233640,10080,1698016,667608,24375856
1714760940000,5801888,15091440,23699240,14272,2716064,624160,33601680
1714760960000,3757472,8746240,16360368,6224,1752016,498992,18122504
1714760980000,5660856,9014696,15699984,7344,3083664,527272,33161072
1714761000000,3970272,17559312,22526016,8240,1763712,802928,17754280
1714761020000,2867080,6917064,10770352,20160,1353344,319904,16581456
1714761040000,4205848,9405480,16277416,11136,1844624,450952,22633480
1714761060000,10954040,9352032,40359592,22768,1882912,1203000,19302048
1714761080000,3735512,9325720,14035336,6816,2130048,967960,22959592
1714761100000,4433488,8878976,20129912,18064,1565920,983760,17395000
1714761120000,3266448,7000560,12372752,8592,1850032,587040,18687416
1714761140000,6566712,14528672,26578288,13696,2402848,965344,31122520
1714761160000,3004992,8850672,10222792,9664,1823440,368144,20067448
1714761180000,3227840,7450208,14414544,7056,1539296,670176,19843040
1714761200000,10456544,11574040,39700912,25232,1988048,1532280,22158568
1714761220000,6209728,15532744,27831920,24368,2878464,1010864,35021376
1714761240000,3699560,8925776,14033336,6048,1669840,479096,19840456
1714761260000,2883176,7579728,20349248,13200,1382832,469328,19037688
1714761280000,3809400,10939240,13676304,5040,1888560,591328,22217920
1714761300000,2943312,5926792,8347920,15056,1602576,643040,14741208
1714761320000,5564784,14819680,21976936,9072,2314496,460576,34058432
1714761340000,3094120,10728288,12169464,10080,1913584,599784,20088416
1714761360000,3911184,8600208,14146568,6560,1673936,644296,17489704
1714761380000,4400584,9195728,18760096,13744,1875584,922552,20336632
1714761400000,3834064,13465968,17128736,22096,2576288,604600,27771040
1714761420000,3536608,10284920,14054440,6640,2020560,581376,20180208
1714761440000,4979400,12667960,18511536,7056,2076416,486824,23860808
1714761460000,4190400,7120320,15943088,7056,1467568,541352,16987208
1714761480000,2942632,8395496,10402432,5040,1859520,461408,20311080
1714761500000,4943872,12582880,17584480,9840,2303920,473928,25541184
1714761520000,3662936,7854632,13263368,35600,2460768,855160,31238552
1714761540000,4462032,14149112,17040560,9072,2527584,666600,36249496
1714761560000,8757176,5876376,12860960,31696,1704576,1541136,21910064
1714761580000,10204296,30644512,39096216,19008,4401008,777176,60521920
1714761600000,10453360,30871136,40249464,8656,4700032,886512,63083512
1714761620000,7162192,20767504,28055096,34112,3393168,633872,40353288
1714761640000,8085848,20023152,29630880,5904,2472336,800272,36279840
1714761660000,6257960,21738256,24224912,13104,3633312,821312,47200984
1714761680000,9796888,13173376,35432880,8592,1733632,323664,17850360
1714761700000,9008576,13085784,33439368,8064,2201792,416192,24332184
1714761720000,3555752,11418368,13756928,6048,2061632,429776,27960496
1714761740000,5232800,8414464,23512824,11968,1646992,1371040,18481264
1714761760000,2603176,7700648,10783528,8240,1452400,297328,14393072
1714761780000,8808704,12126864,23683896,16880,2162944,714528,25153608
1714761800000,4495656,10669280,15958224,7568,2072368,374040,20762592
1714761820000,3795160,10853168,14551448,9664,2156208,302760,23588376
1714761840000,6465672,8493792,21750848,9248,1678544,444288,19634920
1714761860000,7941200,8560568,17837688,10672,1716016,323720,20156456
1714761880000,5214648,13652080,27775944,34272,2536992,440080,30827848
1714761900000,4568464,11768584,24014072,10080,1979840,545184,21486544
1714761920000,4497832,9114024,17681096,16768,1696848,739632,17904232
1714761940000,4250968,8285056,17706472,9072,1713696,443592,20323136
1714761960000,2845112,6561088,11673136,11088,2773152,884808,31129920
1714761980000,5464248,14506152,22490328,6816,1525552,438160,18790032
1714762000000,3787400,10143712,13784536,23184,1955872,541736,24373864
1714762020000,3589880,10160896,14114976,23360,1826624,448744,22708432
1714762040000,5924224,10785472,23974912,9840,2088464,665400,22365744
1714762060000,6759224,15355368,24750256,7056,2575552,578864,33004296
1714762080000,3969320,12643808,15040088,8656,2390688,419800,22215464
1714762100000,4012552,10196208,15131368,43584,1927104,1419824,22994088
1714762120000,2681088,7214456,10852544,7056,1790064,516392,19190848
1714762140000,9199064,28558224,37325920,12688,4971168,615568,61661296
1714762160000,3875648,10494152,13359200,9072,1795296,442648,23531448
1714762180000,4235968,12140992,17788040,4032,2233840,458168,26100448
1714762200000,9680048,13914608,36556688,6640,2080496,661760,22588904
1714762220000,3749920,9874712,12949032,6048,1797168,289208,23052856
1714762240000,4333456,11659448,18666864,6048,1972160,612712,25256976
1714762260000,4026584,11263112,15456856,9072,2465808,510880,28674216
1714762280000,7789256,12709776,26969032,11968,1660128,933936,20512872
1714762300000,2669440,7863432,9655976,13456,1678512,274528,18703072
1714762320000,4429096,11132568,16022752,8592,2047856,362704,24084784
1714762340000,3197832,8398008,10626008,5552,1642512,435056,19274288
1714762360000,6349512,15679384,23454216,6048,2676640,606128,30263152
1714762380000,4570848,12736232,17372608,6048,1381200,392096,21549184
1714762400000,3038608,7979808,11789608,13696,1645264,485528,17411296
1714762420000,2984128,9084960,11148640,8064,1872928,317368,23226912
1714762440000,7861048,13482392,29053848,10672,2925456,372728,33871728
1714762460000,4891032,14478208,18927408,10784,1750304,726240,16719432
1714762480000,3705856,9209936,12319128,6048,2032448,440968,23964512
1714762500000,3415208,12233336,15739672,8064,2383264,443648,25728376
1714762520000,10184792,34696320,38043296,12976,5445200,1031160,72052944
1714762540000,19834320,61990584,70032080,29232,8541776,2549792,128896960
1714762560000,5989400,10374712,23018880,21168,1821376,434368,22114536
1714762580000,3832232,8893344,15013152,22176,1869184,386712,19666880
1714762600000,8227352,10078928,15074168,8064,2004384,554624,21469896
1714762620000,3644824,7016744,13355080,6048,2734736,1881720,31293416
1714762640000,7514960,14995376,29066616,12096,2553664,696096,30233440
1714762660000,3888552,11183496,13127056,18144,1963104,1075200,22026640
1714762680000,5583600,10583152,19902440,8832,2048288,476208,24356896
1714762700000,3797024,10380264,13757008,8240,1823200,427552,24440792
1714762720000,2873632,7532008,10695368,9072,1651264,466560,17535936
1714762740000,6139112,19013816,21084296,12096,3058720,404056,38793264
1714762760000,5422336,7578256,17526552,9072,1985056,727232,25230480
1714762780000,9541904,12425624,14467160,6048,4570224,685664,55317936
1714762800000,4458792,28262832,39482904,9664,1971520,702800,23325352
1714762820000,10210208,14719448,38903376,12688,2738016,938664,29384608
1714762840000,3431168,8921488,14070800,9072,3216448,594248,30633344
1714762860000,16835928,28703752,44338704,13696,4588032,1508744,54916816
1714762880000,5578808,12890816,23795952,11088,2345264,463240,25352800
1714762900000,8615104,9445736,13754672,17136,2164256,331984,20720824
1714762920000,4061904,10310256,20432592,8416,2140112,381376,25989576
1714762940000,4239280,13152384,15631224,19152,3240464,798608,25804736
1714762960000,6438232,18174176,22978640,18144,1821840,457488,38043696
1714762980000,5791312,15459376,21346600,16128,2750400,419008,32345144
1714763000000,5951920,14083952,23411992,26800,1892224,452032,19809536
1714763020000,4006056,10277696,14140328,7744,2133920,377192,23386000
1714763040000,5844880,16178256,21354728,36288,3046752,419528,32268656
1714763060000,3799448,10147896,14419832,13280,2099760,516192,29095064
1714763080000,2772504,8179416,9834608,7056,1850544,696304,18520416
1714763100000,3388304,12793000,12111312,10080,2552352,459480,23831672
1714763120000,5341216,22846936,22320008,15296,3904496,742712,43505632
1714763140000,2819424,8045504,10199640,14288,1979376,590472,19718320
1714763160000,4069720,8403032,13058840,10016,1847488,512720,21960168
1714763180000,4165920,11409656,17331280,7648,2367984,588976,20176256
1714763200000,3672816,7177176,13177816,17312,1988224,563232,16843648
1714763220000,3004832,8186200,10520272,21280,2206464,686048,20100984
1714763240000,4392288,9679784,19086216,14288,2064640,1989480,19245656
1714763260000,2961640,9085616,12383464,14288,1887744,562464,19299424
1714763280000,12574256,10921696,45979024,10080,2701520,639896,27995952
1714763300000,5880680,14194896,21843776,11088,1903408,590312,17374808
1714763320000,2810240,7737976,10457272,7056,2113008,611200,19914080
1714763340000,3472448,9322912,13661360,25200,2220112,561712,20460144
1714763360000,2850528,10040792,11396712,13104,1884112,686128,22969600
1714763380000,3356608,8412160,13854752,15408,2075888,731584,17861384
1714763400000,4314448,13825664,17571872,9072,2854384,732872,29909312
1714763420000,3103944,8340088,10294320,9664,1850560,740488,20890584
1714763440000,3327624,9670768,12645528,6640,2234368,448168,21868656
1714763460000,6548280,15364296,27328552,6048,2870224,763000,32723832
1714763480000,6233448,16989752,23906400,5040,2920656,559960,33234408
1714763500000,7135592,19760584,30418840,11088,3167328,557408,38680896
1714763520000,7111424,19392352,24268208,7648,3480256,507008,41893696
1714763540000,6297352,17435376,24971496,8240,3228864,545576,35498984
1714763560000,3566136,10284264,13260336,30240,1924064,612376,22639664
1714763580000,5405496,15020616,21051552,7824,2537504,610656,29851360
1714763600000,3345064,13320216,14085512,8064,2024704,582536,18957168
1714763620000,4802064,13534208,17775936,8656,2430304,1046072,32926752
1714763640000,2889064,8512456,11876000,6224,1800352,464080,19222056
1714763660000,3257200,8966560,12932216,7648,1945312,694928,18083216
1714763680000,6036656,9572384,12923288,7824,3989888,676104,32989520
1714763700000,17520160,38313760,68430680,28608,5256576,1446056,79580360
1714763720000,4588840,13398872,15260280,7056,2322816,532360,28964952
1714763740000,3813016,10949768,13374960,8000,1969088,918944,22804208
1714763760000,2995496,9368664,15981560,18144,2044320,587360,23888232
1714763780000,3103600,7899368,12156968,17488,10261696,579064,18521448
1714763800000,27311408,73467848,113597016,11088,2466432,2305392,150089040
1714763820000,5100320,13054888,14725072,8240,2291328,943512,28556256
1714763840000,3843824,10884928,15863672,10672,2477648,646392,30936496
1714763860000,5238224,15814776,20195488,36288,2608160,618168,29092080
1714763880000,11575224,10265352,13892144,8064,2071936,1038728,28671232
1714763900000,3825056,11437552,39366728,13104,1799728,648024,25882024
1714763920000,3704216,9825712,12437384,7056,2155648,860840,25986736
1714763940000,4325016,13269024,14918872,7056,2365152,670152,27111408
1714763960000,6243824,7539880,10477960,15120,3057344,628344,27817096
1714763980000,3765576,15975448,26862984,12976,1868432,683888,19595072
1714764000000,3874592,8852224,15200240,7056,2023008,425000,22417216
1714764020000,3871384,13458920,25277384,6224,3169760,440496,26497392
1714764040000,10630680,17382192,39990432,8064,2734496,1096896,37072384
