sep=,
"Time","Aeqnitch__Aequitas_NEO_A","BATS_BYX_Feeds_A","BATS_BZX_Feeds_A","CBBO_Feeds__Best_Bid_Offer_A","CBOE__BATSEDGA_A","CBOE__BATS_EDGX_A","CDF_feeds_A","CSEMC_Feed__Canadian_Securities_Ex_A","Canadian_feeds_A","FINRA_tdds_A","IEX_Feeds__TOPS_and_DEEP_A","Intelligent_Cross_ASPEN_A","MEMX_Feeds_A","MIAX_Feeds_A","NASDAQ_Canadian_CXD_Purestream_A","NASDAQ_Canadian_Chix_A","NEW_CQS_Pillar_feeds_A","NYSE_AMEX_OpenBook_A","NYSE_ARCA_Pillar_A","NYSE_Chicago_A","NYSE_Imbalance_A","NYSE_National_A","NYSE_OpenBook_Ultra_A","Nasdaq_BX_Totalview_A","Nasdaq_Chix_feed_CXC_A","New_CTS_Pillard_Feeds_A","Omega_Feed_A","Omega_Lynx_feed_A","TSX_Feeds_A","TSX_Quantumfeed_A","TSX_Venture_QuantumFeed_A","Totalview_A","UTP_Feed_A"
1714737760000,5200000,24616000,109736000,4448000,15376000,72848000,13840000,4976000,33792000,1440000,10864000,1584000,39872000,512000,512000,816000,230480000,18240000,52080000,6952000,7560000,16160000,18304000,20568000,816000,26688000,768000,528000,0,5280000,1920000,81776000,82200000
1714737770000,952000,18656000,119856000,4464000,12072000,59832000,43416000,3456000,7440000,1440000,39680000,1584000,44376000,512000,512000,2064000,189344000,15440000,72320000,6016000,5984000,11248000,19024000,23456000,816000,31584000,768000,528000,0,2720000,1864000,46672000,146280000
1714737780000,856000,18664000,134432000,6688000,15744000,68504000,85440000,4648000,30720000,1440000,7936000,1584000,45304000,1024000,512000,2064000,320720000,22752000,65416000,8216000,13544000,26192000,20944000,29112000,2064000,8352000,768000,528000,2040000,9760000,960000,58080000,167544000
1714737790000,2824000,24264000,109200000,2264000,10536000,42480000,49024000,2448000,224144000,528000,6896000,1584000,27824000,1024000,512000,1440000,253024000,16544000,31936000,8584000,6480000,10272000,14784000,41736000,2064000,12112000,528000,528000,2040000,125968000,960000,66560000,72040000
1714737800000,960000,28472000,124808000,4464000,24128000,85384000,56664000,3456000,20096000,1440000,4912000,1584000,43552000,1024000,512000,2880000,230656000,18464000,86736000,6952000,7064000,18880000,20016000,16792000,2880000,31456000,768000,528000,0,7040000,1864000,53840000,90152000
1714737810000,960000,51864000,128296000,4464000,16968000,59920000,43424000,3888000,33792000,2880000,37696000,1584000,38880000,1024000,512000,816000,414720000,25824000,68504000,5208000,13544000,16888000,20672000,24168000,1632000,32064000,528000,528000,,9760000,1864000,107816000,120240000
1714737820000,960000,21768000,108896000,4464000,76680000,60832000,30352000,3888000,33792000,2880000,9952000,1584000,63344000,1024000,512000,816000,238160000,19888000,90648000,6712000,12464000,14776000,18144000,15424000,816000,15504000,768000,528000,0,9456000,1864000,61728000,105752000
1714737830000,1920000,79792000,126872000,2264000,9352000,46032000,13808000,3208000,12464000,528000,29760000,1584000,56096000,1024000,512000,816000,277344000,31152000,176704000,5208000,11384000,9560000,15616000,28448000,816000,12144000,768000,528000,,4480000,5832000,109144000,197968000
1714737840000,1784000,79216000,143192000,4448000,70320000,50976000,27536000,512000,33792000,528000,67456000,1584000,58808000,1024000,512000,816000,1013584000,79728000,114064000,7152000,5400000,112696000,124352000,78504000,816000,15552000,768000,528000,2040000,7040000,2640000,243424000,162952000
1714737850000,960000,69088000,136624000,4360000,74064000,80928000,51360000,4976000,33792000,528000,67456000,1584000,73952000,1392000,512000,816000,511040000,60592000,125304000,9136000,5400000,67176000,42768000,74088000,816000,22624000,768000,528000,2040000,7040000,2640000,184880000,119744000
1714737860000,856000,66376000,134048000,6648000,94992000,71280000,27536000,3208000,41880000,528000,27776000,1584000,38088000,1024000,512000,816000,406400000,26816000,56072000,5448000,7560000,16800000,16496000,30480000,512000,13392000,768000,528000,0,17576000,960000,83800000,153536000
1714737870000,960000,27056000,131536000,6600000,15040000,63056000,9544000,3208000,33792000,1440000,33728000,1584000,29328000,1024000,512000,816000,270384000,14784000,57528000,7152000,6480000,15792000,18192000,19880000,816000,17712000,768000,528000,,1760000,1760000,69240000,83752000
1714737880000,960000,13776000,108896000,4448000,13840000,77960000,27536000,3208000,33792000,2880000,31744000,1584000,25824000,1024000,512000,816000,150096000,11152000,46648000,5208000,7560000,11936000,16496000,25136000,512000,17136000,768000,528000,,7040000,5832000,59784000,112264000
1714737890000,960000,15584000,108464000,4496000,11768000,74112000,33888000,1768000,24608000,18192000,33728000,1584000,40296000,1024000,512000,816000,191824000,15280000,52824000,6712000,135264000,8696000,46320000,19600000,816000,6592000,768000,528000,,8800000,4688000,37008000,105608000
1714737900000,3520000,14120000,137064000,2240000,69360000,61696000,40768000,3208000,33792000,1440000,5856000,1584000,37984000,1024000,512000,816000,160608000,20224000,52312000,6456000,11384000,18128000,12208000,15808000,816000,23808000,768000,528000,2040000,8800000,1864000,62912000,145960000
1714737910000,856000,67064000,130832000,4432000,7888000,65120000,54528000,1768000,101208000,1440000,20496000,1584000,28552000,1024000,512000,816000,366688000,10832000,67968000,5448000,18800000,10360000,14352000,23848000,512000,5568000,768000,528000,0,39440000,1864000,81624000,69976000
1714737920000,960000,13720000,110616000,2248000,12120000,51008000,41296000,3456000,34656000,1440000,9920000,1584000,33776000,1024000,512000,816000,180560000,11760000,52120000,7648000,16552000,13576000,63808000,17080000,512000,11664000,768000,528000,,10560000,1864000,50904000,76616000
1714737930000,960000,15928000,109864000,4400000,20032000,59184000,15200000,3208000,33792000,528000,3968000,1584000,35688000,1024000,512000,816000,172768000,13248000,73592000,6952000,10304000,8104000,13472000,12584000,512000,15504000,1440000,528000,,6632000,5832000,57008000,82736000
1714737940000,960000,17752000,107288000,4464000,19224000,72336000,32904000,4976000,33792000,4320000,5952000,1584000,43848000,1024000,512000,1440000,204240000,13632000,52904000,5320000,3240000,11832000,16272000,18896000,512000,9984000,1440000,528000,,5832000,960000,50016000,100800000
1714737950000,856000,23616000,128304000,6672000,11360000,50696000,27536000,2776000,30272000,1440000,53568000,1584000,37560000,1024000,512000,1440000,310720000,22416000,67176000,6392000,5400000,9176000,11328000,29552000,1440000,7776000,768000,528000,,14624000,5832000,59664000,88560000
1714737960000,960000,16464000,112760000,4464000,15936000,67088000,27536000,1768000,33792000,528000,4032000,1584000,25504000,1024000,512000,816000,226032000,12912000,35696000,5448000,10304000,18800000,13088000,16976000,1248000,6672000,528000,528000,2040000,10552000,960000,42208000,91640000
1714737970000,1784000,10968000,121640000,4432000,6880000,63728000,9232000,3208000,32256000,528000,4032000,1584000,40176000,1024000,512000,816000,167056000,9616000,50488000,6144000,12464000,9360000,10944000,15560000,512000,16176000,768000,528000,0,5832000,1864000,43056000,54288000
1714737980000,856000,18072000,112008000,2256000,10336000,70848000,6280000,1768000,6592000,1440000,6048000,1584000,30376000,1024000,512000,816000,256080000,10880000,41160000,6824000,8640000,6232000,16048000,17032000,512000,18240000,768000,528000,,3848000,1864000,57720000,105040000
1714737990000,512000,19168000,119376000,4400000,13080000,57600000,6888000,1768000,33792000,528000,4912000,1584000,28752000,1024000,512000,816000,163536000,17584000,71440000,6600000,7560000,15040000,11216000,12256000,816000,8352000,768000,528000,,1864000,1864000,49432000,127128000
1714738000000,856000,29416000,128352000,4432000,26024000,89568000,41264000,3208000,33792000,528000,25792000,1584000,57000000,1024000,512000,816000,337952000,25168000,92760000,6824000,4320000,16288000,16864000,28128000,512000,19392000,768000,528000,,8776000,960000,86768000,99976000
1714738010000,856000,31248000,131368000,4464000,13416000,59112000,34368000,1008000,27688000,1440000,5952000,1584000,26112000,1024000,512000,816000,253904000,15552000,72672000,7024000,4320000,10912000,34336000,19856000,816000,9408000,768000,528000,,9760000,1704000,94240000,105768000
1714738020000,856000,27312000,112928000,2232000,20056000,91600000,44672000,3208000,33792000,528000,6016000,1584000,58144000,1024000,512000,816000,312992000,14464000,79920000,7832000,3240000,7288000,19280000,24056000,624000,9408000,768000,528000,2040000,7040000,1864000,86640000,93080000
1714738030000,4344000,67744000,124800000,4432000,93552000,80720000,47792000,2448000,33792000,528000,93248000,1584000,68656000,1024000,512000,816000,882080000,77808000,158936000,6952000,3240000,112648000,119232000,77992000,512000,40176000,768000,528000,0,7200000,2640000,232384000,140032000
1714738040000,960000,54488000,130888000,4432000,48496000,95296000,17144000,3456000,9904000,528000,71424000,1584000,28024000,1024000,512000,816000,551168000,50864000,69480000,6824000,4320000,8688000,28624000,74136000,816000,18912000,768000,528000,,5832000,1864000,194104000,162312000
1714738050000,856000,27816000,117224000,4416000,18256000,54992000,10296000,3208000,33792000,1440000,8688000,1584000,33648000,1024000,512000,816000,256496000,16640000,61056000,6952000,3240000,6360000,29216000,24088000,816000,22800000,768000,528000,,5832000,960000,69952000,87976000
1714738060000,960000,81304000,112448000,4448000,92336000,64648000,13608000,4976000,33792000,1440000,3968000,1584000,57112000,1024000,512000,816000,1064112000,86592000,150488000,6952000,4320000,115376000,172576000,18536000,816000,12240000,768000,528000,,3520000,1920000,231544000,173856000
1714738070000,960000,53008000,122432000,6648000,55728000,61912000,10368000,1768000,9944000,1440000,95232000,1584000,54528000,1024000,512000,816000,546624000,50208000,75088000,6712000,3240000,50960000,29760000,86096000,624000,21024000,768000,528000,,5832000,960000,204528000,107120000
1714738080000,960000,53792000,137752000,2248000,51808000,75648000,14256000,3208000,33792000,528000,68400000,1584000,28960000,1024000,512000,816000,321744000,41744000,43368000,5448000,3240000,4160000,10560000,58800000,512000,13824000,768000,528000,2040000,2720000,1864000,165864000,78768000
1714738090000,856000,11448000,132600000,6648000,10784000,29024000,9568000,3080000,33792000,528000,4000000,1584000,20256000,1024000,512000,816000,82464000,11488000,34720000,6840000,3240000,6256000,7808000,8320000,816000,7728000,768000,528000,0,6792000,1864000,35144000,77144000
1714738100000,960000,34176000,97608000,8704000,29904000,58192000,27648000,6088000,20224000,528000,10768000,1584000,49832000,512000,512000,816000,343040000,27904000,128544000,5208000,4320000,15296000,11552000,39128000,512000,18240000,768000,528000,,7040000,1864000,115256000,121504000
1714738110000,960000,15648000,134912000,2248000,15392000,71768000,113096000,3208000,33792000,1440000,35712000,1584000,46752000,512000,512000,816000,250864000,16320000,78912000,5448000,3240000,10176000,16816000,18944000,512000,7728000,768000,528000,,6792000,12744000,51880000,77480000
1714738120000,960000,26072000,121688000,4448000,22768000,68600000,89872000,3208000,33792000,528000,35712000,1584000,25520000,512000,512000,816000,323376000,27088000,54800000,5448000,3240000,16872000,11440000,23328000,816000,6096000,768000,528000,,7144000,12584000,86928000,124912000
1714738130000,512000,14904000,130392000,4432000,11520000,63960000,13528000,3208000,25112000,2352000,3968000,1584000,55336000,512000,512000,816000,149104000,9616000,170288000,6712000,3240000,118752000,11440000,18848000,816000,8832000,768000,768000,,5280000,960000,41096000,79344000
1714738140000,3520000,73768000,134000000,4384000,87008000,85776000,20720000,5656000,33792000,528000,105152000,1584000,106656000,512000,512000,816000,1116576000,88512000,193216000,6952000,3240000,92696000,156608000,83792000,816000,8832000,768000,768000,2040000,8776000,1864000,230552000,233984000
1714738150000,856000,94464000,131624000,6648000,52160000,70528000,10280000,4648000,33792000,528000,73408000,1584000,38528000,512000,512000,816000,674672000,31040000,74104000,4512000,2160000,25448000,12576000,86568000,512000,9984000,528000,528000,0,5672000,1864000,281968000,107232000
1714738160000,960000,28736000,111960000,6672000,15360000,91600000,41104000,2072000,16280000,528000,31744000,1584000,32208000,512000,512000,816000,401984000,17696000,76016000,6456000,3240000,9136000,12320000,36528000,512000,13872000,768000,528000,,6184000,1864000,93392000,97952000
1714738170000,960000,32696000,132432000,4432000,19888000,84448000,13760000,3456000,33792000,528000,5952000,1584000,20576000,512000,512000,816000,389520000,17696000,48120000,5448000,3240000,11112000,14448000,27016000,816000,14400000,1440000,528000,,2720000,960000,104128000,97544000
1714738180000,960000,23808000,109432000,4416000,20640000,85384000,23816000,4648000,33792000,528000,10864000,1584000,39656000,512000,512000,816000,205408000,16208000,58256000,5448000,4320000,11656000,12320000,12176000,512000,12144000,528000,528000,,1864000,1864000,70296000,127952000
1714738190000,1784000,24864000,134480000,6624000,20840000,93512000,10296000,3208000,17384000,528000,8784000,1584000,52256000,512000,512000,816000,252880000,25440000,80792000,4952000,65920000,10144000,16880000,26592000,512000,7200000,768000,528000,,6080000,1864000,94560000,116320000
1714738200000,960000,20096000,113296000,2224000,14600000,78000000,6888000,3208000,33792000,528000,5984000,1584000,21336000,512000,512000,816000,236704000,11536000,60864000,3944000,86392000,7976000,22528000,18744000,512000,12192000,768000,528000,2040000,3848000,1600000,102128000,109480000
1714738210000,960000,25536000,124272000,6648000,12600000,58384000,9584000,1768000,33792000,1440000,4000000,1584000,30304000,512000,512000,816000,278608000,10384000,75640000,5320000,9720000,5952000,18240000,19112000,816000,13824000,768000,528000,0,2640000,960000,57144000,80256000
1714738220000,960000,23672000,138296000,4448000,24432000,81576000,51904000,4648000,9872000,528000,3968000,1584000,26192000,512000,512000,816000,289584000,27408000,37880000,6952000,17456000,44400000,17456000,19480000,512000,8304000,528000,528000,,5280000,960000,63568000,156240000
1714738230000,1784000,15080000,101160000,6600000,9392000,51376000,23688000,3208000,33792000,528000,60816000,1584000,26320000,512000,512000,1440000,182032000,8576000,37008000,6952000,8816000,11656000,13200000,45760000,1440000,14976000,768000,528000,,15320000,1864000,47648000,156480000
1714738240000,792000,11800000,115560000,4400000,9488000,81816000,46256000,6416000,30720000,1440000,37696000,1584000,21936000,512000,512000,2064000,209088000,10496000,41064000,7520000,6480000,7744000,14080000,13368000,2064000,18816000,768000,528000,,9648000,1984000,53584000,92088000
1714738250000,3520000,29232000,133616000,4448000,25520000,99112000,15600000,4976000,17392000,1440000,6992000,1584000,51240000,512000,512000,816000,201712000,16544000,101592000,6016000,10800000,17712000,13360000,20312000,2064000,12144000,528000,528000,,7088000,2640000,57016000,107800000
1714738260000,856000,27048000,109000000,2240000,23000000,75360000,12432000,5656000,33792000,1440000,9920000,1584000,30720000,512000,512000,816000,402320000,18464000,53888000,7192000,8232000,9184000,13360000,26296000,816000,4992000,768000,528000,2040000,5328000,0,99424000,100384000
1714738270000,960000,17008000,132112000,6600000,11304000,68728000,22616000,3208000,33792000,1440000,14640000,1584000,40560000,512000,512000,1440000,240624000,13408000,70400000,6824000,6480000,20672000,11824000,18048000,512000,8304000,768000,528000,0,12624000,1736000,57336000,92264000
1714738280000,960000,28336000,132600000,6672000,21376000,72776000,29432000,4648000,24712000,528000,7744000,1584000,45736000,512000,512000,816000,316576000,18912000,83536000,4512000,5984000,11272000,17424000,23056000,1440000,21648000,768000,528000,,9648000,1864000,93280000,111640000
1714738290000,1784000,16448000,133184000,2256000,12592000,66984000,20528000,2072000,33792000,1920000,3968000,1584000,47736000,512000,512000,816000,381968000,15552000,91376000,6952000,8640000,14208000,16048000,25264000,816000,20544000,768000,528000,,6080000,3848000,62296000,83728000
1714738300000,1776000,25040000,121200000,4448000,23008000,90912000,12048000,2072000,33792000,1920000,11968000,1584000,42088000,512000,512000,816000,380464000,16816000,82832000,6712000,7560000,14616000,13968000,25184000,816000,14400000,528000,528000,,8776000,2640000,91176000,122632000
1714738310000,1784000,21248000,118888000,6672000,22440000,76744000,15984000,4976000,7504000,1920000,7936000,1584000,48160000,512000,512000,816000,425872000,16432000,89080000,5320000,9224000,14304000,22432000,27736000,512000,15456000,768000,528000,,2560000,696000,81376000,92608000
1714738320000,856000,25864000,127864000,6672000,20904000,91168000,12624000,3208000,30720000,1440000,3968000,1584000,41024000,512000,512000,816000,342240000,17200000,63032000,6144000,14216000,13400000,12320000,29496000,816000,17184000,768000,528000,2040000,1920000,696000,101536000,106280000
1714738330000,960000,24168000,135680000,2240000,19072000,53392000,16944000,3208000,33792000,1440000,6896000,1584000,33048000,512000,512000,816000,176672000,14176000,62056000,6144000,8640000,9600000,39680000,23528000,512000,11616000,768000,528000,0,8776000,960000,55048000,108464000
1714738340000,960000,20616000,122224000,6648000,11312000,93440000,13512000,3080000,22176000,528000,5952000,1584000,38256000,512000,512000,816000,162000000,7696000,170432000,7520000,10800000,13256000,14352000,14024000,816000,21168000,768000,528000,,7592000,1864000,60912000,126064000
1714738350000,1544000,36416000,104480000,4384000,22272000,80624000,9624000,3456000,33792000,1440000,21440000,1584000,47960000,512000,512000,816000,322672000,20816000,79072000,6712000,9720000,15664000,19504000,26768000,816000,29856000,768000,528000,,1760000,1864000,89536000,197784000
1714738360000,960000,21632000,125336000,4448000,19072000,85976000,13824000,1768000,33792000,528000,37696000,1584000,45608000,512000,512000,816000,229984000,14784000,84528000,7648000,7560000,14856000,18736000,22472000,512000,12768000,768000,528000,,5832000,960000,77136000,88160000
1714738370000,856000,25192000,106904000,4448000,18280000,92184000,10000000,2072000,13704000,528000,8880000,1584000,39264000,512000,512000,816000,264304000,10880000,82440000,4528000,8640000,13456000,14720000,30360000,512000,4416000,768000,528000,,2824000,3568000,105544000,170568000
1714738380000,856000,36664000,123784000,4448000,31928000,84760000,21968000,5096000,33792000,528000,7936000,1584000,61128000,512000,512000,816000,430320000,17312000,116616000,5208000,8640000,16168000,18464000,20968000,816000,17232000,528000,528000,2040000,5832000,2640000,110424000,74616000
1714738390000,856000,18160000,137008000,4456000,13280000,69040000,13824000,3456000,33792000,528000,5952000,1584000,46704000,1024000,512000,816000,221632000,10608000,95640000,7152000,5400000,10152000,9680000,30624000,512000,9408000,768000,528000,0,1864000,1864000,84208000,108664000
1714738400000,960000,24088000,121792000,4432000,21752000,124456000,23768000,3208000,11696000,528000,10864000,1584000,49392000,1024000,512000,816000,313184000,18624000,79992000,3960000,8640000,15008000,13904000,22464000,512000,32112000,768000,528000,,5440000,960000,70312000,81888000
1714738410000,856000,24440000,130448000,4448000,13648000,144304000,6936000,3208000,33792000,528000,8880000,1584000,73720000,1024000,512000,816000,316336000,10608000,116024000,3008000,5984000,17272000,15728000,30424000,816000,14352000,768000,528000,,5168000,960000,101904000,113416000
1714738420000,960000,86480000,113704000,4416000,77384000,69944000,14096000,4464000,33792000,528000,11904000,1584000,39720000,1024000,512000,816000,454848000,25936000,70456000,7888000,6480000,15080000,25712000,44016000,512000,12144000,768000,528000,,6792000,960000,129136000,165760000
1714738430000,960000,31120000,105832000,4432000,23880000,89208000,12752000,3888000,6320000,1440000,44000000,1584000,44936000,1024000,512000,816000,344576000,13744000,84520000,6824000,7560000,10120000,11168000,35120000,512000,13344000,768000,528000,0,2640000,960000,98456000,95576000
1714738440000,960000,28600000,137544000,2240000,16808000,88256000,12640000,3208000,33792000,1920000,15872000,1584000,44152000,1024000,512000,816000,298624000,13792000,69832000,6824000,3240000,11464000,13952000,20992000,816000,16704000,768000,528000,2040000,8776000,1864000,64376000,88728000
1714738450000,960000,33760000,133456000,6648000,24592000,96664000,9584000,3208000,30720000,1920000,5952000,1584000,34224000,1024000,512000,816000,303872000,18240000,90832000,4824000,3240000,13576000,12688000,31800000,512000,11664000,1440000,528000,0,2664000,2640000,105392000,136488000
1714738460000,960000,25024000,119528000,2232000,14288000,57776000,10800000,1768000,9040000,528000,7936000,1584000,30528000,1024000,512000,816000,179792000,11872000,39848000,7520000,2160000,7184000,8240000,23536000,512000,16128000,768000,528000,,5832000,1864000,55392000,104440000
1714738470000,792000,31456000,119424000,8920000,29424000,111216000,33736000,1768000,33792000,528000,7936000,1584000,61848000,1024000,512000,816000,366736000,17696000,91160000,6016000,2160000,14240000,18688000,21064000,512000,12720000,1440000,528000,,5832000,1864000,72592000,98336000
1714738480000,960000,34696000,122224000,4464000,15632000,75048000,9232000,3208000,30720000,1440000,7936000,1584000,36472000,1024000,512000,816000,296880000,14672000,77640000,5448000,11880000,9720000,14080000,30376000,816000,16656000,768000,528000,,7840000,1864000,103584000,111944000
1714738490000,960000,17952000,108944000,4400000,18672000,98784000,20704000,1768000,12376000,528000,4032000,1584000,44424000,1024000,512000,816000,242864000,17360000,73840000,6016000,14040000,10928000,26400000,13896000,816000,37296000,768000,528000,,5832000,3440000,74048000,90128000
1714738500000,1776000,29160000,140024000,6672000,25296000,98808000,19472000,3776000,33792000,528000,5952000,1584000,58664000,1024000,512000,1440000,281712000,18080000,139688000,4512000,32696000,15424000,33648000,23896000,512000,9936000,768000,528000,2040000,6632000,5832000,94040000,116496000
1714738510000,1784000,33504000,143136000,4464000,30752000,130456000,69496000,4976000,33792000,528000,15872000,1584000,31528000,1024000,512000,816000,431184000,21808000,65872000,5960000,24784000,20184000,31664000,33280000,1440000,28944000,768000,528000,0,12976000,5832000,124336000,198936000
1714738520000,1784000,18608000,122920000,6648000,18144000,94848000,19872000,3080000,21728000,528000,9952000,1584000,40864000,1024000,512000,816000,244160000,15168000,105080000,5448000,17136000,11720000,36240000,19120000,512000,17184000,528000,528000,,12744000,5832000,64560000,120000000
1714738530000,1784000,27320000,111632000,2240000,25016000,93848000,29728000,3456000,33792000,528000,8880000,1584000,52112000,1024000,512000,816000,319424000,13296000,91920000,5448000,9720000,12368000,35536000,24840000,512000,23904000,1440000,528000,,9800000,6792000,128264000,101096000
1714738540000,960000,34896000,107648000,4512000,25520000,99032000,20176000,1768000,33792000,528000,7968000,1584000,53184000,1024000,512000,816000,450832000,23248000,102880000,6952000,12464000,15176000,34864000,36432000,816000,11616000,768000,528000,,8776000,2824000,113528000,134336000
1714738550000,1784000,25776000,129104000,4448000,27160000,90912000,43264000,4976000,29592000,528000,9952000,1584000,48048000,1024000,512000,816000,287248000,13248000,104832000,5208000,11384000,9280000,34208000,27888000,816000,31728000,768000,528000,,12256000,1704000,74016000,104408000
1714738560000,960000,29656000,120344000,6672000,19632000,108200000,20520000,1440000,27648000,528000,6048000,1584000,33528000,1024000,512000,816000,237808000,10384000,55072000,5208000,8640000,10648000,33040000,18520000,816000,21120000,1440000,528000,2040000,6792000,960000,101832000,82864000
1714738570000,960000,19272000,137544000,4448000,24064000,112968000,10064000,3208000,33792000,528000,4032000,1584000,30920000,1024000,512000,816000,286352000,16208000,61592000,6952000,9720000,18024000,31056000,16968000,816000,12144000,528000,528000,0,2640000,1760000,78736000,111904000
1714738580000,960000,41320000,127824000,2216000,31120000,100312000,20184000,7424000,11944000,528000,8000000,1584000,51184000,1024000,512000,816000,453584000,20768000,85784000,6952000,8640000,16288000,39040000,41624000,512000,8880000,528000,528000,,6632000,5832000,130984000,81296000
1714738590000,1784000,24880000,134224000,6544000,16784000,91312000,9592000,3208000,21504000,528000,39680000,1584000,33032000,1024000,512000,816000,303504000,17200000,97880000,6016000,5400000,14528000,23920000,25664000,512000,18912000,528000,528000,,2824000,1760000,116208000,91376000
