sep=,
"Time","Aeqnitch__Aequitas_NEO_A","BATS_BYX_Feeds_A","BATS_BZX_Feeds_A","CBBO_Feeds__Best_Bid_Offer_A","CBOE__BATSEDGA_A","CBOE__BATS_EDGX_A","CDF_feeds_A","CQS_Pillar_feeds_A","CSEMC_Feed__Canadian_Securities_Ex_A","CTS_Pillard_Feeds_A","Canadian_feeds_A","FINRA_tdds_A","IEX_Feeds__TOPS_and_DEEP_A","Intelligent_Cross_ASPEN_A","MEMX_Feeds_A","MIAX_Feeds_A","NASDAQ_Canadian_CXD_Purestream_A","NASDAQ_Canadian_Chix_A","NEW_CQS_Pillar_feeds_A","NYSE_AMEX_OpenBook_A","NYSE_ARCA_Pillar_A","NYSE_Chicago_A","NYSE_Imbalance_A","NYSE_National_A","NYSE_OpenBook_Ultra_A","Nasdaq_BX_Totalview_A","Nasdaq_Chix_feed_CXC_A","New_CTS_Pillard_Feeds_A","Omega_Feed_A","Omega_Lynx_feed_A","TSX_Feeds_A","TSX_Quantumfeed_A","TSX_Venture_QuantumFeed_A","Totalview_A","UTP_Feed_A"
1708106400000,79580,77283.2,243140,119688,59793.600000000006,166951.2,293927.2,19.200000000000003,18421.600000000002,20.8,140758.4,175.20000000000002,152147.2,64068,119306.40000000001,105307.20000000001,75.2,23166.4,749787.2000000001,24027.2,254073.6,92439.20000000001,17.6,20948.800000000003,132840,68279.2,34480,46839.200000000004,15526.400000000001,1212.8,2397.6,87950.40000000001,560.8000000000001,329029.60000000003,334183.2
1708110000000,105199.20000000001,121196,370128.80000000005,152592,101490.40000000001,248619.2,400272.80000000005,19.200000000000003,26363.2,20.8,191003.2,360.8,223653.6,91045.6,167146.40000000002,166568.80000000002,108,36826.4,1276472,37565.6,398461.60000000003,134465.6,97.60000000000001,32231.2,203200.80000000002,106864,49776.8,66428.8,25598.4,1646.4,2232.8,119489.6,1402.4,540456,607749.6
1708113600000,106982.40000000001,302313.60000000003,507693.60000000003,124696,164266.40000000002,282918.4,491348,19.200000000000003,50304.8,20.8,303045.60000000003,1117.6000000000001,345177.60000000003,109848.8,261859.2,175877.6,196.8,48936.8,1507888.8,68915.2,527876,305913.60000000003,11708.800000000001,89732.8,363416,226562.40000000002,65184.8,160203.2,29156,2896,29234.4,217820,20939.2,986782.4,1109457.6
1708117200000,28505.600000000002,28010.4,112167.20000000001,5627.200000000001,9273.6,23212.800000000003,29736.800000000003,19.200000000000003,1376.8000000000002,20.8,78295.2,167.20000000000002,7003.200000000001,2097.6,9361.6,389.6,8,2220.8,154664,2864.8,115336,1293.6000000000001,755.2,2637.6000000000004,265.6,45268,4040,8436.800000000001,1169.6000000000001,39.2,117.60000000000001,37232.8,8094.400000000001,284694.4,83114.40000000001
1708120800000,20080.800000000003,416,1740.8000000000002,2.4000000000000004,290.40000000000003,4473.6,27362.4,19.200000000000003,310.40000000000003,20.8,188.8,417.6,15.200000000000001,0,1456.8000000000002,435.20000000000005,8,8,7122.400000000001,288,22704.800000000003,261.6,16.8,418.40000000000003,3.2,5149.6,8,6610.400000000001,2.4000000000000004,1.6,2.4000000000000004,1.6,0.8,12198.400000000001,4560
1708124400000,120,236,1123.2,2.4000000000000004,248.8,764,12,19.200000000000003,16.8,20.8,4.800000000000001,8.8,,,46.400000000000006,384,8,8,3781.6000000000004,17.6,3576,211.20000000000002,16,49.6,3.2,196.8,8,8285.6,1.6,1.6,2.4000000000000004,1.6,0.8,7328,2037.6000000000001
1708128000000,,840.8000000000001,1872.8000000000002,2.4000000000000004,812,11254.400000000001,59.2,19.200000000000003,39.2,20.8,4.800000000000001,8,,,896,384,8,8,36788,2508.8,11512.800000000001,5203.200000000001,1382.4,4528.8,3.2,8,8,4124.8,2.4000000000000004,2.4000000000000004,2.4000000000000004,1.6,0.8,42762.4,5529.6
1708131600000,,239.20000000000002,294.40000000000003,2.4000000000000004,237.60000000000002,249.60000000000002,12.8,19.200000000000003,8,20.8,,416,,,8,384,,,38.400000000000006,3.2,112,48,16,48,3.2,,,6473.6,1.6,1.6,2.4000000000000004,,,8,96
1708135200000,,234.4,256.8,2.4000000000000004,236,235.20000000000002,12.8,19.200000000000003,,20.8,,,,,,384,,,19.200000000000003,,26994.4,,,,,,,19.200000000000003,,,2.4000000000000004,,,,96
1708138800000,,236,258.40000000000003,0,236,238.4,8,,,,,,,,,384,,,,,,,,,,,,,,,2.4000000000000004,,,,
1708142400000,,236,258.40000000000003,,240.8,234.4,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708146000000,,235.20000000000002,258.40000000000003,,234.4,236.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708149600000,,235.20000000000002,256.8,,236,234.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708153200000,,235.20000000000002,260,,238.4,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708156800000,,235.20000000000002,259.2,,235.20000000000002,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708160400000,,236.8,256.8,,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708164000000,,236.8,688,,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708167600000,,233.60000000000002,687.2,,233.60000000000002,235.20000000000002,,,,,,,,,,3944.8,,,,,,,,,,,,,,,,,,,
1708171200000,,506.40000000000003,540.8000000000001,,239.20000000000002,235.20000000000002,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708174800000,,233.60000000000002,343.20000000000005,,236,235.20000000000002,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708178400000,,234.4,356,,236,234.4,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708182000000,,232.8,254.4,,234.4,236,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708185600000,4.800000000000001,233.60000000000002,255.20000000000002,,237.60000000000002,236.8,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708189200000,0.8,233.60000000000002,255.20000000000002,,235.20000000000002,234.4,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708192800000,0.8,234.4,255.20000000000002,,236,234.4,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708196400000,,236,256,,235.20000000000002,235.20000000000002,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708200000000,,234.4,257.6,,238.4,236,,,,,,,,,,16324.800000000001,,,,,,,,,,,,,,,,,,,
1708203600000,,236,258.40000000000003,,235.20000000000002,239.20000000000002,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708207200000,,236.8,256.8,,235.20000000000002,235.20000000000002,,,,,,,,,,438.40000000000003,,,,,,,,,,,,,,,,,,,
1708210800000,,238.4,259.2,,235.20000000000002,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708214400000,,235.20000000000002,257.6,,235.20000000000002,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708218000000,,237.60000000000002,260.8,,238.4,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708221600000,,237.60000000000002,256.8,,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708225200000,,235.20000000000002,257.6,,235.20000000000002,234.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708228800000,,238.4,256.8,,237.60000000000002,234.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708232400000,,234.4,256.8,,236.8,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708236000000,,233.60000000000002,256.8,,235.20000000000002,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708239600000,,235.20000000000002,256.8,,235.20000000000002,234.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708243200000,,235.20000000000002,257.6,,234.4,233.60000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708246800000,,237.60000000000002,256,,236,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,8749.6,8751.2,,,,,
1708250400000,,235.20000000000002,258.40000000000003,,234.4,238.4,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708254000000,,236,262.40000000000003,,236,236,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708257600000,,233.60000000000002,257.6,,236.8,236,,,,,,,,,,,,,,,,,,,,,,,2.4000000000000004,2.4000000000000004,,,,,
1708261200000,,236,256.8,,233.60000000000002,238.4,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708264800000,,239.20000000000002,257.6,,236.8,236,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708268400000,,235.20000000000002,257.6,,236,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708272000000,,236,260,,235.20000000000002,236,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708275600000,,234.4,256,,236,240,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708279200000,,234.4,257.6,,236,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708282800000,,236,257.6,,234.4,234.4,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708286400000,,236,257.6,,235.20000000000002,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708290000000,,236,258.40000000000003,,236,236,,,,,,,,,,,,,,,,,,,,,,,2.4000000000000004,2.4000000000000004,,,,,
1708293600000,,235.20000000000002,256,,236,236,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708297200000,,236,259.2,,234.4,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708300800000,,237.60000000000002,258.40000000000003,,237.60000000000002,236.8,,,,,,,,,,,,,,,,,,,,,,,2.4000000000000004,2.4000000000000004,,,,,
1708304400000,,236,256.8,,235.20000000000002,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,
1708308000000,,236,260,,236,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708311600000,,236.8,258.40000000000003,,237.60000000000002,238.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708315200000,,235.20000000000002,258.40000000000003,,236.8,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708318800000,,234.4,256.8,,238.4,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708322400000,,235.20000000000002,256.8,,234.4,238.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708326000000,,235.20000000000002,256,,234.4,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708329600000,,235.20000000000002,260,,234.4,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708333200000,,236,256.8,,236.8,236,,,,,,,,,,,,,,,,,,,,,,,2.4000000000000004,1.6,,,,,
1708336800000,,234.4,256.8,,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708340400000,,234.4,258.40000000000003,,237.60000000000002,236.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708344000000,,236.8,259.2,,234.4,237.60000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708347600000,,236.8,257.6,,234.4,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708351200000,,235.20000000000002,256.8,,238.4,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708354800000,,236.8,260,,236.8,238.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708358400000,,235.20000000000002,259.2,,234.4,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708362000000,,236,256,,234.4,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708365600000,,238.4,257.6,,235.20000000000002,234.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708369200000,,236,260,,236,234.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708372800000,,236,259.2,,235.20000000000002,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708376400000,,236,258.40000000000003,,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708380000000,,234.4,257.6,,236,238.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708383600000,,236,258.40000000000003,,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708387200000,,234.4,257.6,,235.20000000000002,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708390800000,,234.4,256.8,,233.60000000000002,237.60000000000002,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,,
1708394400000,,236.8,258.40000000000003,,235.20000000000002,237.60000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708398000000,,238.4,258.40000000000003,,234.4,235.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708401600000,,234.4,256.8,,235.20000000000002,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708405200000,,234.4,256.8,,234.4,235.20000000000002,3.2,19.200000000000003,13.600000000000001,20.8,4,,,,,,,,19.200000000000003,7184,7236,7528.8,9194.4,7763.200000000001,6724.8,,,19.200000000000003,,,,1.6,0.8,,
1708408800000,,235.20000000000002,257.6,,236.8,234.4,3.2,19.200000000000003,16,20.8,4,,,,,,,,76,3.2,112,48,16,48.800000000000004,6.4,,,120,,,,1.6,0.8,,
1708412400000,,236.8,257.6,,236,524,9.600000000000001,19.200000000000003,16,20.8,4,,,,,,,,20,3.2,1725.6000000000001,48,16,48,6.4,,,94.4,,,,1.6,0.8,,96
1708416000000,,235.20000000000002,258.40000000000003,,236,24240,98849.6,19.200000000000003,16,20.8,88553.6,8,,,,,,,26168,3.2,69706.40000000001,1844,1600.8000000000002,2475.2000000000003,6.4,23498.4,,4993.6,,,,84865.6,44757.600000000006,147498.4,21288
1708419600000,,235.20000000000002,258.40000000000003,,235.20000000000002,49751.200000000004,19279.2,19.200000000000003,3221.6000000000004,20.8,10488.800000000001,8,,,,,4424,4424.8,11291.2,3.2,47268.8,48.800000000000004,16,48.800000000000004,3.2,8,4424.8,708.8000000000001,8748.800000000001,8741.6,,2076,1479.2,23680.800000000003,7612
1708423200000,,507.20000000000005,960.8000000000001,,507.20000000000005,4974.400000000001,52.800000000000004,19.200000000000003,16,20.8,68,8,,,1288.8000000000002,3797.6000000000004,8.8,8.8,8038.400000000001,3.2,7876.8,48,16,48.800000000000004,3.2,8,8.8,516,1.6,1.6,,20,4.800000000000001,9611.2,4328.8
1708426800000,39912,3043.2000000000003,3179.2000000000003,4400,2865.6000000000004,48271.200000000004,25900,19.200000000000003,864.8000000000001,20.8,4888.8,8,,1082.4,18169.600000000002,460,8,8,56625.600000000006,5946.400000000001,190872,8884.800000000001,6237.6,8868,132076.80000000002,5225.6,8,7051.200000000001,1.6,1.6,2.4000000000000004,4904,2596,48351.200000000004,57042.4
1708430400000,20919.2,3498.4,25515.2,1424,1832,26658.4,23529.600000000002,19.200000000000003,1540,20.8,17610.4,92.80000000000001,1344.8000000000002,96,24996,464.8,8,614.4000000000001,25586.4,1271.2,174172.80000000002,657.6,798.4000000000001,1784.8000000000002,21907.2,8372,28,16590.4,206.4,2.4000000000000004,2.4000000000000004,16705.600000000002,3247.2000000000003,21435.2,41995.200000000004
1708434000000,872,4978.400000000001,14784,1319.2,3556.8,18529.600000000002,2892,19.200000000000003,775.2,20.8,3971.2000000000003,105.60000000000001,4950.400000000001,96,7319.200000000001,390.40000000000003,8,614.4000000000001,39580.8,1438.4,30772.800000000003,928.8000000000001,1311.2,3360.8,28897.600000000002,11211.2,77.60000000000001,4201.6,260.8,38.400000000000006,14.4,2903.2000000000003,1128.8,23919.2,20666.4
1708437600000,155564.80000000002,106379.20000000001,570232.8,198079.2,139501.6,478482.4,547976.8,19.200000000000003,60498.4,20.8,417685.60000000003,7452.8,234697.6,102937.6,251927.2,208948.80000000002,1418.4,59447.200000000004,1171276.8,52296,877363.2000000001,96005.6,13180.800000000001,68968.8,358506.4,159070.40000000002,74084,176152,36657.6,3755.2000000000003,49798.4,271247.2,20572,624991.2000000001,622516
1708441200000,103819.20000000001,69087.2,266114.4,137005.6,70678.40000000001,222247.2,361940,19.200000000000003,26979.2,20.8,169316.80000000002,315.20000000000005,186081.6,65188,156820,121943.20000000001,93.60000000000001,34066.4,754469.6000000001,27008.800000000003,306668.8,60579.200000000004,19.200000000000003,23524.800000000003,159560,62628.8,50929.600000000006,30435.2,25242.4,2046.4,1470.4,112749.6,1488,398352,398870.4
1708444800000,65391.200000000004,58926.4,185985.6,99382.40000000001,54801.600000000006,146743.2,243422.40000000002,19.200000000000003,18503.2,20.8,113073.6,252,142242.4,48849.600000000006,120238.40000000001,80355.20000000001,72,22985.600000000002,568696,20483.2,257513.6,53423.200000000004,19.200000000000003,19167.2,112750.40000000001,52963.200000000004,34392.8,28346.4,19137.600000000002,1453.6000000000001,1242.4,77491.2,898.4000000000001,297484,286820.8
1708448400000,75239.2,65345.600000000006,243744.80000000002,88748,65528,152534.4,224298.40000000002,19.200000000000003,16443.2,20.8,134715.2,483.20000000000005,162080.80000000002,58971.200000000004,122801.6,109980.8,82.4,22122.4,697920.8,23753.600000000002,266093.60000000003,60778.4,19.200000000000003,20595.2,129413.6,64094.4,34286.4,29464,17144,1058.4,1264.8000000000002,82637.6,779.2,318648,351327.2
1708452000000,51285.600000000006,59095.200000000004,216459.2,79419.20000000001,57508,124344,200972,19.200000000000003,13226.400000000001,20.8,97231.20000000001,212.8,145915.2,54087.200000000004,107878.40000000001,83697.6,85.60000000000001,18916.8,623792,22343.2,250242.40000000002,61091.200000000004,19.200000000000003,15062.400000000001,99934.40000000001,54984,25475.2,26297.600000000002,16228,852,1056.8,57510.4,616.8000000000001,308810.4,340093.60000000003
1708455600000,50694.4,45715.200000000004,185288.80000000002,74338.40000000001,53904,123656.8,183528,19.200000000000003,12188,20.8,88874.40000000001,294.40000000000003,129750.40000000001,45425.600000000006,92546.40000000001,76695.2,84.80000000000001,18363.2,515795.2,21106.4,206813.6,56002.4,112.80000000000001,15372.800000000001,111356.8,48691.200000000004,26116,27134.4,15211.2,989.6,1174.4,54915.200000000004,912,257392.80000000002,310692.8
1708459200000,107930.40000000001,341820,612540,123172.8,197320,338235.2,447413.60000000003,19.200000000000003,43000,20.8,352644.80000000005,1096.8,377828.80000000005,120479.20000000001,297805.60000000003,193437.6,136.8,44912,1847844,67493.6,571776,331436,11727.2,113471.20000000001,403284.80000000005,253200,59180.8,190613.6,26100,2883.2000000000003,30884,260916,21818.4,1088345.6,1153616.8
1708462800000,23295.2,28172.800000000003,110084.8,5825.6,9091.2,20391.2,27040,19.200000000000003,1323.2,20.8,82725.6,132,4720.8,2389.6,9005.6,389.6,8,1953.6000000000001,146896,2817.6000000000004,108896.8,1659.2,812,3108,228.8,43678.4,4191.2,8380.800000000001,1131.2,40,119.2,32801.6,7726.400000000001,284720.8,81259.20000000001
1708466400000,20060.800000000003,743.2,2085.6,2.4000000000000004,431.20000000000005,4895.2,27084,19.200000000000003,332,20.8,463.20000000000005,446.40000000000003,15.200000000000001,0,2070.4,440,8,8,9128,156.8,33584.8,588,16.8,302.40000000000003,4.800000000000001,5917.6,8,6720,2.4000000000000004,1.6,2.4000000000000004,1.6,0.8,13477.6,6649.6
1708470000000,209.60000000000002,825.6,2800.8,2.4000000000000004,504,1377.6000000000001,12.8,19.200000000000003,16.8,20.8,4,8.8,,,867.2,384,8,8,6740.8,354.40000000000003,3887.2000000000003,208.8,16,872,4.800000000000001,5784,8,8329.6,1.6,1.6,2.4000000000000004,1.6,0.8,7656,3754.4
1708473600000,,1053.6000000000001,2780,2.4000000000000004,908,11610.400000000001,72.8,19.200000000000003,48,20.8,4,8,,,1000,384,8,8,38750.4,2591.2000000000003,11788,5588,1496,5132.8,4.800000000000001,8,8,4091.2000000000003,2.4000000000000004,2.4000000000000004,2.4000000000000004,1.6,0.8,42477.600000000006,5486.400000000001
1708477200000,,238.4,296,2.4000000000000004,234.4,248.8,12.8,19.200000000000003,8,20.8,,445.6,,,8,384,,,38.400000000000006,3.2,112,48,16,48,4.800000000000001,,,6560,1.6,1.6,2.4000000000000004,,,8,96
1708480800000,,237.60000000000002,259.2,2.4000000000000004,236,235.20000000000002,12.8,19.200000000000003,,20.8,,,,,,384,,,3131.2000000000003,,,,,40840,,,,3592,,,2.4000000000000004,,,,96
1708484400000,,236.8,257.6,0,236.8,235.20000000000002,9.600000000000001,,,,,,,,,384,,,,,,,,38014.4,,,,,,,2.4000000000000004,,,,
1708488000000,,235.20000000000002,257.6,,239.20000000000002,236.8,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,
1708491600000,,234.4,256.8,,234.4,236,3.2,19.200000000000003,14.4,20.8,4.800000000000001,,,,,,,,19.200000000000003,6396,4339.2,6319.200000000001,7358.400000000001,7762.400000000001,5001.6,,,19.200000000000003,,,,1.6,0.8,,
1708495200000,,234.4,255.20000000000002,,236,235.20000000000002,3.2,19.200000000000003,16,20.8,4.800000000000001,,,,,,,,96.80000000000001,3.2,112,48,16,48,6.4,,,138.4,,,,1.6,0.8,,
1708498800000,,236,256,,236.8,523.2,11.200000000000001,19.200000000000003,16,20.8,4.800000000000001,,,,,,,,20,3.2,1626.4,48,16,48.800000000000004,6.4,,,95.2,,,,1.6,0.8,,97.60000000000001
1708502400000,,235.20000000000002,257.6,,236.8,24032,99097.6,19.200000000000003,16,20.8,89318.40000000001,8,,,,,,,25364,3.2,67716,1837.6000000000001,1496,1885.6000000000001,6.4,21164,,4994.400000000001,,,,88087.20000000001,41930.4,116637.6,18640
1708506000000,,236.8,257.6,,233.60000000000002,49443.200000000004,19779.2,19.200000000000003,3276,20.8,10484,8,,,,,4424,4424,14352,3.2,42507.200000000004,48,16,48,6.4,8,4424,468.8,8761.6,8759.2,,2074.4,1478.4,29518.4,10029.6
1708509600000,,517.6,802.4000000000001,,504,6396,55.2,19.200000000000003,16,20.8,68.8,8,,,1291.2,3962.4,8.8,8.8,60473.600000000006,3.2,12136,48,16,48,6.4,8,8.8,401.6,1.6,1.6,,20,4.800000000000001,109632,31878.4
1708513200000,40946.4,2402.4,2877.6000000000004,3693.6000000000004,2240,44375.200000000004,26036.800000000003,19.200000000000003,813.6,20.8,4888,8,,1082.4,15862.400000000001,493.6,8,8,47565.600000000006,5552,207246.40000000002,8278.4,5871.200000000001,8049.6,138553.6,4319.2,8,2691.2000000000003,1.6,1.6,2.4000000000000004,4592,2433.6,41959.200000000004,40220
1708516800000,20912.800000000003,2886.4,32647.2,1267.2,1463.2,32991.200000000004,23520.800000000003,19.200000000000003,2220.8,20.8,16684,53.6,1349.6000000000001,96,31376,588.8000000000001,8.8,612.8000000000001,22283.2,761.6,152916,624,650.4000000000001,1628,22180,9090.4,16,10699.2,183.20000000000002,3.2,11.200000000000001,16033.6,3276.8,21722.4,25990.4
1708520400000,901.6,3694.4,10365.6,1445.6000000000001,2469.6000000000004,10146.400000000001,2640,19.200000000000003,856,20.8,2119.2000000000003,117.60000000000001,3260,96,4380.8,384,8,653.6,21332.800000000003,833.6,34787.200000000004,796.8000000000001,987.2,1738.4,23463.2,9243.2,501.6,5045.6,296.8,31.200000000000003,9.600000000000001,1758.4,1174.4,15958.400000000001,20900.800000000003
1708524000000,110297.6,107484,550761.6,137486.4,136907.2,457896.80000000005,391446.4,19.200000000000003,54450.4,20.8,360962.4,3825.6000000000004,214708.80000000002,69256,239916.80000000002,148548,694.4000000000001,40113.600000000006,897884.8,45255.200000000004,851837.6000000001,100267.20000000001,12219.2,68973.6,352728,170345.6,63906.4,129872.8,29985.600000000002,3597.6000000000004,26546.4,229465.6,15199.2,635770.4,589144
1708527600000,78536.8,63884.8,219619.2,107612.8,55702.4,156452,277177.60000000003,19.200000000000003,22266.4,20.8,138335.2,340,159704,53180.8,130621.6,87460,77.60000000000001,27961.600000000002,633493.6000000001,22260.800000000003,239763.2,49428.8,18.400000000000002,17921.600000000002,124784.8,53891.200000000004,39371.200000000004,25524.800000000003,22468,1724.8000000000002,1628.8000000000002,87735.20000000001,1803.2,350944,309567.2
1708531200000,59786.4,52791.200000000004,195102.40000000002,78763.20000000001,48773.600000000006,136357.6,196357.6,19.200000000000003,16043.2,20.8,111228.8,839.2,137872.80000000002,48163.200000000004,100616.8,78432.8,70.4,20687.2,509644.80000000005,18818.4,218767.2,46454.4,17.6,16144.800000000001,108336,49583.200000000004,28236,23886.4,17228,1136.8,1557.6000000000001,68221.6,769.6,275114.4,280065.60000000003
1708534800000,66976.8,64660.8,213420,100351.20000000001,79384,209666.40000000002,260165.6,19.200000000000003,18330.4,20.8,110492,297.6,156318.4,55976.8,135363.2,82460.8,136.8,32704.800000000003,718508,26873.600000000002,306826.4,60832.8,20,24564,168723.2,46388,32392,27064.800000000003,22715.2,1149.6000000000001,1844.8000000000002,72349.6,947.2,308848,384352
1708538400000,174149.6,101159.20000000001,414086.4,168324.80000000002,92973.6,258952.80000000002,513143.2,19.200000000000003,56365.600000000006,20.8,351326.4,324.8,200995.2,132715.2,164844,124573.6,223.20000000000002,52780,908309.6000000001,24379.2,445439.2,86794.40000000001,23.200000000000003,27584,187108,117164.8,91556.8,114002.40000000001,25929.600000000002,3383.2000000000003,4828,231517.6,960.8000000000001,576328.8,418660
1708542000000,128564,120796,408672.80000000005,171989.6,100426.40000000001,277778.4,466830.4,19.200000000000003,33545.6,20.8,258761.6,364.8,241917.6,105866.40000000001,188850.40000000002,178114.40000000002,112.80000000000001,43173.600000000006,1240750.4000000001,33465.6,518817.60000000003,115887.20000000001,132,38513.6,201858.40000000002,112055.20000000001,63823.200000000004,39466.4,30628.800000000003,1906.4,1627.2,161713.6,684,555543.2000000001,529872.8
1708545600000,101269.6,322775.2,527277.6,120076.8,165598.40000000002,299332,453162.4,19.200000000000003,47440,20.8,335938.4,1164.8,356736.80000000005,106179.20000000001,270319.2,157530.40000000002,143.20000000000002,45428.8,1591834.4000000001,64120.8,523525.60000000003,314948.80000000005,11722.400000000001,99420,362837.60000000003,242983.2,59821.600000000006,158656,25704.800000000003,2996.8,32212.800000000003,245526.40000000002,19946.4,1075298.4000000001,1078011.2
1708549200000,24607.2,28782.4,101813.6,6000,13338.400000000001,45191.200000000004,31222.4,19.200000000000003,1336.8000000000002,20.8,81491.20000000001,32,3720,1768.8000000000002,19300,388,8,1934.4,148063.2,3376.8,110132,3704,703.2,5316.8,124,48924.8,4383.2,8374.4,1161.6000000000001,98.4,154.4,36845.6,9001.6,282618.4,83662.40000000001
1708552800000,21530.4,841.6,1911.2,2.4000000000000004,522.4,5644.8,26581.600000000002,19.200000000000003,326.40000000000003,20.8,272.8,412.8,16,0,2876,429.6,8,8,10911.2,190.4,34345.6,658.4000000000001,16,425.6,3.2,6204,8,6900.8,2.4000000000000004,1.6,2.4000000000000004,1.6,0.8,13186.400000000001,8712.800000000001
1708556400000,143.20000000000002,731.2,3344,2.4000000000000004,727.2,2226.4,12,19.200000000000003,16.8,20.8,2.4000000000000004,8.8,,,1854.4,384,8,8,7439.200000000001,510.40000000000003,5079.200000000001,308.8,16,1172.8,3.2,5973.6,8,8277.6,1.6,1.6,2.4000000000000004,1.6,0.8,4848,4441.6
1708560000000,,1184,2788.8,2.4000000000000004,901.6,11802.400000000001,75.2,19.200000000000003,48,20.8,2.4000000000000004,8,,,1336.8000000000002,384,8,8,38718.4,2586.4,12360,4911.2,1501.6000000000001,4308,3.2,8,8,4045.6000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,1.6,0.8,42220.8,5703.200000000001
