sep=,
"Time","Aeqnitch__Aequitas_NEO_A","BATS_BYX_Feeds_A","BATS_BZX_Feeds_A","CBBO_Feeds__Best_Bid_Offer_A","CBOE__BATSEDGA_A","CBOE__BATS_EDGX_A","CDF_feeds_A","CSEMC_Feed__Canadian_Securities_Ex_A","Canadian_feeds_A","FINRA_tdds_A","IEX_Feeds__TOPS_and_DEEP_A","Intelligent_Cross_ASPEN_A","MEMX_Feeds_A","MIAX_Feeds_A","NASDAQ_Canadian_CXD_Purestream_A","NASDAQ_Canadian_Chix_A","NEW_CQS_Pillar_feeds_A","NYSE_AMEX_OpenBook_A","NYSE_ARCA_Pillar_A","NYSE_Chicago_A","NYSE_Imbalance_A","NYSE_National_A","NYSE_OpenBook_Ultra_A","Nasdaq_BX_Totalview_A","Nasdaq_Chix_feed_CXC_A","New_CTS_Pillard_Feeds_A","Omega_Feed_A","Omega_Lynx_feed_A","TSX_Feeds_A","TSX_Quantumfeed_A","TSX_Venture_QuantumFeed_A","Totalview_A","UTP_Feed_A"
1714745270000,19628944,10050512,50656952,67196408,7910192,40618344,232896088,7066696,80552824,25152,32521280,12015816,34567176,28316072,11856,9157296,258845840,4367616,94685656,8219512,1024,7272216,50433280,12433712,8913392,8950640,4078512,250192,826296,23805360,140216,90198592,71666592
1714745280000,27911384,15286144,63313480,86172208,14471448,31776944,346709608,5135752,113703880,39456,38332032,15123224,25153464,37397776,13280,6398176,383261376,8550624,66856008,14698088,1024,4931960,36840816,15176760,11840072,9803056,4680784,358992,856752,33866848,145888,111028096,106195160
1714745290000,21201104,12826408,45882312,74870304,12422200,27810352,281088416,4640296,82186832,43560,26426992,10944864,25110568,33562888,20688,6657648,285014224,6420032,61561672,10030048,2240,4787936,33672976,11055144,8597000,5732528,5025744,268848,1056464,24199384,119736,76905304,81572360
1714745300000,16332384,10398568,41268984,61020144,10699776,18730776,231051296,3183120,70959432,22032,27416096,10152208,17392184,26556504,14112,5482328,266244160,5957312,39722480,7711744,1592,2755112,21686656,9979256,7520920,8504272,3635072,248688,763096,21988368,181296,73635784,69188016
1714745310000,10404256,6474784,26378792,41141632,9490304,25955088,147144240,4192368,45432320,33720,17159104,6177800,21867424,16188584,11376,5475112,146272992,3307808,53268064,4964192,1024,4198352,29239968,6304328,5023376,4099840,3169744,264496,659872,14489536,76664,48258072,47841312
1714745320000,17195424,9410104,37050376,58395704,9480384,21903256,223077784,3867064,67569376,15072,22963072,8201968,29593704,23340944,6048,5595992,231247040,5374992,44611104,7350824,2240,3840528,23872048,8688424,6808320,7345792,3378688,191920,680080,20324976,91200,63356912,67570568
1714745330000,20171888,13277424,52465712,74193096,12390304,36634800,282348824,5720128,90836416,24840,32655472,11909400,30970816,31218336,18192,10946784,311500480,7024640,81184488,11046992,1024,6322888,42061440,12778952,9261640,10037216,4397344,301824,1210024,27181952,217368,91378256,91279256
1714745340000,35695304,13411328,55352568,86447472,9105552,25650336,369016008,5332112,110578640,39672,35453920,11957520,23380120,32930040,12096,6614504,313803280,7494928,56620376,10408984,1024,4305624,32317552,12324280,14274920,5183376,5332608,321632,898896,32700976,163928,94778104,90117016
1714745350000,16954760,6693560,38438568,51589080,7433664,29339192,213836128,4657288,76078752,33168,25394016,8429160,25582992,22911400,15120,6901544,164092704,4408544,62574632,5304872,1024,4818488,35076688,9288512,8534064,5741568,4824096,236944,1020984,23204184,172816,70295152,48120776
1714745360000,27489968,13230152,43276760,81106400,12244264,34298040,345646320,5466544,87591000,21048,33565984,9445904,30127288,26377408,31152,8139528,311269232,7042608,81182064,11406008,1024,5884584,42569856,12978536,9034408,9339808,4835680,263008,802160,31666744,150552,96703816,103495000
1714745370000,17622264,7979624,54421800,58699232,7682488,21788592,223773008,4124144,109106024,22224,21276240,12701536,21975632,30830560,12688,5417240,186980080,5215072,51575944,7807976,1024,4012360,26549232,7957440,11079880,4360720,3687760,190512,644616,19100904,97232,60440640,67392960
1714745380000,15111224,8442120,35600576,55799768,8609240,24626960,218742688,3754584,66551200,23400,23181536,8053888,16872528,21938424,10672,5791424,218491984,5257872,39122336,6337432,2752,2818352,28390208,8303992,7446136,3274560,3962864,234096,443832,20312288,92864,63406208,61745600
1714745390000,12593384,9370840,27002528,47549320,8217192,22158528,176386184,4165408,51624800,16056,19955984,6045544,19651504,17093976,10080,5250784,189400768,4879344,46278424,7824496,2104,3408288,27089184,9405064,6114984,10215008,3422752,217904,1099144,16513496,132736,57801928,62615968
1714745400000,15899592,8144992,32546648,54025112,13162800,35355736,344656680,6195296,63451992,39144,21167888,7698560,29429528,19497888,13040,8870680,208487824,7429232,80962360,7661824,1024,5957736,42923280,7700704,6894240,7944448,4929152,327984,705304,19467456,159480,58486480,89212880
1714745410000,27053960,13529880,55045120,85236216,6418096,18906200,258135744,3889920,104130328,22872,32359168,12251960,17104232,32314384,31216,4826864,331464944,3516688,39675992,11323088,6208,2780344,21929952,12619616,11857880,3686688,3305840,240096,1195232,31418872,167912,90365744,59823184
1714745420000,13450440,6687448,27696592,49771632,6180664,16947928,188857856,4120504,58142808,23712,19208944,6407360,20245272,16635464,8064,4787576,168901152,4185680,34778176,6486552,2752,2350224,22080048,6652200,6504872,8320256,4024352,168016,464336,18150144,78816,49995616,50014368
1714745430000,21244344,8317704,34732080,73639384,9107952,24540792,302661384,4617040,96680808,34320,20769472,7971464,20267320,22767536,10368,6980792,222167184,4939088,50379656,5752784,2752,4060912,27615824,7713960,9123680,3972560,4348576,205136,795000,28072712,101184,59033336,60603008
1714745440000,20516888,8703536,33831400,65705056,9649960,27054432,264047320,4465952,87260568,19992,20882784,7806808,24698360,21201368,19744,6791552,204387424,6246896,59557280,6059072,2752,4597784,35734016,7451200,8066152,6862288,4365024,254896,974408,25230680,111024,58136848,68642528
1714745450000,22520992,10762288,42408376,69959232,8477344,23679344,285991432,5026704,87310264,21432,26307152,10154192,21372408,23372688,12448,5995264,257885920,5046352,50357016,9149152,1592,3895888,29469104,9914408,8841720,8764224,3669216,239840,628344,25532176,99544,74270696,61743152
1714745460000,14814128,6992832,34707288,41306096,7401208,21444408,161729840,3149992,69158072,15984,21019104,8175616,17577312,20829088,12272,4196584,172820688,4691280,42977376,6931080,1024,3292256,23138368,7835504,7962008,3562880,2827152,188080,534000,19155392,125512,61601056,51027888
1714745470000,13296552,7817760,30613048,49522464,6673696,39364008,185356296,6998416,47462792,18024,20955904,6722752,33279744,18562416,7056,9817320,185781424,4567056,93053768,7785680,1024,6803968,48180272,7746840,5476296,9756320,3120112,264448,1337408,17393960,68408,60023432,57807824
1714745480000,30266232,15491456,63353392,77833296,14231696,31110696,341315960,5317184,107958432,26736,37192768,15106408,26706464,35476032,21456,7221248,366187440,8446128,70801184,14058704,1592,5078576,36605600,14602720,12649760,12347184,4978560,396400,1601960,33032504,121208,107123264,104965000
1714745490000,8410928,4905184,24629872,34695872,5763160,16769296,129482496,2879592,59817320,20160,13727296,4860792,14908096,13333560,12208,3479344,119546480,3128304,33539280,4492488,1024,2359976,18797184,4842408,4952448,2901104,2330784,138544,1023768,13203280,170064,36679064,36513360
1714745500000,18173384,7929400,33395944,52075592,7915104,22784744,199003768,3612360,54956464,15600,22250592,8024216,20455016,21441424,36720,5412088,206089024,4741872,47001056,6469992,2752,3408896,26542544,7360768,7106720,5450336,3396944,188736,582408,17140968,71792,59566376,59610224
1714745510000,12823240,6564800,26220952,49388104,6081248,20598016,256874560,3942640,57637808,16584,16770368,5649344,22638136,15113824,16352,6512456,154077824,4037200,43535896,4984816,1024,3153352,25896288,5933872,6158200,8497088,3364352,244096,647072,17810920,257464,47422464,46367376
1714745520000,21720640,9380848,36601136,67034704,9314664,25261984,268565696,6004872,83359128,30528,23299680,8321312,21051520,22992808,15120,7180272,237614512,5658448,51723432,7134136,2752,4288032,29330560,8419264,9892856,4396576,3945680,352208,1288384,26240856,136840,64826328,62426248
1714745530000,11706992,7331872,34266536,43860904,15682048,45301792,347577936,6594184,57122816,16824,15984160,7681064,39801104,20173120,10672,8423136,174823344,10002304,110052424,6587264,2752,8005296,55474304,5262040,6522080,10734000,5099120,333104,455656,15575032,114904,40713888,135326072
1714745540000,31655736,17984648,73517064,94549184,14590632,39757328,367412504,6432376,106206240,30600,45274464,16868104,32315960,42201136,17728,9541256,409858560,7925872,90322120,16421104,1024,7334792,48992128,17661520,11649136,10207776,5778144,368336,1518952,37516224,187072,129633128,114420856
1714745550000,25210600,7688800,63291704,54960928,6611432,18340016,183411536,4027904,128463200,23544,33108832,13995680,24024864,37019128,21872,4267360,156211728,4015088,60017640,8382432,2752,4758696,22050224,13438840,12882576,5546464,3713312,162112,598184,30211760,70880,96586064,45547232
1714745560000,15788304,10247616,41134584,67424000,9965312,27249480,237927944,4614504,69951112,53496,27371920,9818064,20713152,25250384,10080,5559848,249601104,5779152,58919824,8076600,1024,4392232,31493040,9359560,7183544,4779776,3748784,214176,563192,22175976,128272,71881688,80099728
1714745570000,12946928,14135984,35690032,62646856,16918104,42423800,417932448,7649080,56057352,19920,23665920,8033920,36684680,21544112,11968,11072456,320476656,7054480,90665928,11904736,1024,7319080,46257936,7999528,6015568,10228848,5739024,421328,1072440,17333240,198640,63179872,107118216
1714745580000,33669208,16117648,63044872,104834408,6790552,17997288,290387768,2692640,123963720,23784,39575264,14652408,17986464,40319152,37232,4077328,386121232,3968032,40001400,11430672,1024,2777752,21679072,14351120,13865856,3902512,2601568,205248,1935296,39491992,58680,105729800,52950520
1714745590000,15645200,7601672,30382664,59869896,6990904,20028552,218285752,4484336,67698072,20376,20151968,7342592,18706896,18277256,10080,5697584,193427808,4953952,43261816,6590344,2752,3252984,26656128,7536712,7429672,5088064,3461760,190560,674624,20404040,138296,56322584,50952032
1714745600000,13362344,6393304,25551040,51525608,10943528,29522336,243378048,4761200,59250736,29304,16941904,5822168,27242304,16072808,9072,6728320,164899488,7055904,69178640,4800448,1024,4733776,38342640,5894296,6796704,8571568,4573200,240400,678400,18612848,182224,48580424,45650072
1714745610000,19154632,11998048,49001704,73478000,9152192,23006032,297558360,4086456,81724704,12120,30526672,11127416,20823968,26859768,11616,6306880,275273520,5140480,50482376,10424360,1592,4199632,26840544,11313880,8720768,5155872,4476960,202208,741320,25346032,143304,86495640,84712704
1714745620000,22062512,8438040,34426640,74690368,11003504,28417376,143122504,5792536,92758264,19152,22393200,7849408,24211424,22411776,10080,7547632,213590576,6025104,64839056,6644488,1024,5409808,34764560,8303336,8233736,7489376,4567680,299408,501792,26705912,152168,62436752,47764000
1714745630000,24741600,11219848,44550872,74657976,6282888,19280136,316174904,2897488,99620328,16968,26164096,9956736,16484464,27935328,11440,4054208,278011088,3370112,39460792,9069360,1024,2784976,22375840,9974896,10177888,7972016,2534128,177840,975744,29924704,99088,72381560,73221344
1714745640000,14861824,6494176,27995384,44288328,5985216,16633128,155036560,3711552,43856320,12720,18188688,6388848,14923232,17473320,9664,4393440,167222400,4048688,33967848,5716328,3968,2618728,19762240,6364304,5746088,2579088,3427952,160880,639176,13328720,149360,50792880,48374104
1714745650000,12493136,7803968,24874800,45649352,6578432,19960712,171757656,3230000,44771232,22416,20820848,5487384,18433960,14534160,7056,4314464,176595472,4674240,43557272,7650848,1024,3485664,25168624,7470000,5138008,4528976,3045920,174560,463888,15928976,87856,57953320,57352992
1714745660000,11257968,7599952,31558632,41960424,7341424,16664016,238717288,3321768,51927456,12648,19553680,7303960,15414160,18820552,9072,5496192,188078064,4645056,35932816,6553104,2240,2617072,20664768,7310808,5489056,7841072,3625008,181824,369648,14877160,41184,53760256,53047640
1714745670000,18623288,6315368,25718528,62892888,10683424,28145688,241705696,4726064,72419456,19464,17360400,5719744,24533648,15977520,6224,6266808,155628432,5826560,60420304,5181840,1024,4960960,31042016,6020544,6857000,3904368,3853744,205808,628440,21219008,92280,46670056,75456000
1714745680000,17845784,10049368,41365120,63557536,6335712,14542224,177222480,2845704,69642008,19008,26867280,9383008,13586808,27428312,9840,4495752,257867616,3848512,29203824,7505576,1024,2375104,17814896,9428728,7786104,2624368,3193248,178352,588872,21764856,114080,72196040,42839424
1714745690000,39215032,21719512,20527448,105627616,18743496,48178288,452962704,9172592,42101480,19080,44785936,4608920,41740496,11888288,9072,12592784,483308800,9772256,110932512,21176512,1024,8517000,61342944,20450200,4626672,14012704,5781248,413536,2287040,42934328,183680,133592688,136952400
1714745700000,22549888,8128528,79599792,70785160,8073160,18699968,276273344,2721128,141287968,12192,20633024,19088544,16448472,47362920,48560,5248024,176949776,3494928,37475496,6232728,1024,2688544,21577216,7761464,17915272,3429040,4874976,172960,553640,21038584,90440,57884544,56299760
1714745710000,9939104,6653256,27786560,38303064,6601792,17672312,138347400,2588776,42004968,33864,15200960,6014536,15677856,16157168,17648,3438208,159368816,3977744,35244296,4742480,1024,2641016,20841424,5646424,4771352,3576736,2545408,135696,386568,11216208,118040,45328232,45158056
1714745720000,10935256,7437520,29333296,42561640,7047240,20040120,157407520,3145896,48704320,19536,19224688,6562056,17613048,17465160,9072,4323920,187814288,4651120,40744176,5790520,1024,3233968,23203888,6751240,5512184,10158752,2872400,193248,633928,15226688,140760,50625768,47345888
1714745730000,10337424,6540048,20997560,38617104,6093856,24843752,141208352,4236440,42410816,14688,16234688,4485728,21621928,12300784,10672,5891944,161566432,3884048,55482944,6339472,1024,4123256,30655952,5971784,4612200,6260432,2819344,139520,666888,13080208,173184,44121968,44620944
1714745740000,17208192,10066096,39431416,56834904,8755752,17846344,216898936,3069400,65161336,22272,24609600,8835056,13526584,22562760,7648,5211200,228673120,6153856,34665440,9485592,3968,2792240,19852400,9937640,7638888,3073664,4039296,227680,1089528,19236336,259424,69250232,70274800
1714745750000,21996128,8593664,21557584,73208248,8376064,23135608,285824864,4514184,45470648,20760,22499600,4945856,19483856,13325920,11024,6890688,211885232,4924928,48017104,7126104,1024,3592952,27467328,8054296,5293008,8504288,4338032,216416,830736,24967880,193528,58198040,60873968
1714745760000,11890952,16880216,34429536,54044648,15101512,40227056,303169200,7116928,84993200,15216,19704320,7625896,33114472,19449240,11680,7823528,378673568,8142288,92410720,14852400,1592,7846720,48726400,7700104,8786704,11182464,4559360,309920,980552,14085984,209496,55715904,122323384
1714745770000,25146504,9056208,65387584,85479112,5484704,14855424,210034400,2705984,89267296,15216,37367664,15895504,13508328,38320920,13104,3214272,172617616,3107936,28792104,8388936,1024,2232792,16694592,15524584,10527376,2951312,2531760,141584,764600,27154056,171552,109121528,51456480
1714745780000,8579904,10074656,20988216,60059208,9686912,26581616,242228160,4941752,36040256,29304,14523328,4756832,23651360,13069856,8656,5891528,250007968,5761760,58453240,7837512,2104,4904576,31639536,5202896,4034368,7671392,4007648,226928,412816,10824224,104840,39542680,68093560
1714745790000,19483672,8964520,41260424,62423384,9308368,24576864,252161384,5373040,71908184,13560,25978384,8884888,24026560,25211560,12272,5780112,234585680,5350368,62796816,7322216,2752,4414256,29197520,9416888,8218040,7712656,3998224,169408,567008,22137504,135912,70655952,61641368
1714745800000,25258312,11083112,45108880,68433848,9299584,27014376,283078560,3773912,83177400,20064,27175536,11050072,16979944,24126856,14288,8350760,249732160,6397376,40830632,11323272,1024,3115936,34814544,11131920,10746688,3607616,4204656,269568,1687592,25804200,98944,80242176,83991680
1714745810000,20158256,10497832,29116216,62889528,10851016,26471512,234002400,3714560,65404712,26064,27005088,6718504,23060976,17246040,11088,6346200,257686576,5576368,56452440,8276912,1024,4179800,30796928,8993592,6660064,9842896,3887328,194848,591392,19237424,95288,66562792,72589144
1714745820000,20314456,13602240,52963336,70587344,12879104,33371880,278891408,5452912,83345472,19536,31167360,12458504,28319368,30046920,9072,7205096,302303968,7149968,76519744,11219592,1024,5964336,40010016,12434240,9671400,7584768,4284784,255296,683384,25252576,173232,89099352,92839464
1714745830000,10636632,5393808,23352704,36451904,4879664,12327800,141007912,2480024,42700112,9312,14488768,4881472,17550232,13730480,7232,3206296,115735984,3085888,24857512,4745696,1024,1787896,15515792,5529040,3984160,3597312,2217840,160672,423128,11944152,120216,41209544,40240096
1714745840000,10602648,6862056,29167600,37204080,6578336,19883256,141225040,2792416,40608472,20304,19535312,6313568,13993272,17202960,13632,3679616,170988000,4276192,41159488,6010136,2104,3004264,22914160,6854912,4800976,8418480,2751424,136880,800768,12594072,55288,52962848,51880400
1714745850000,7683384,6758912,18934368,35886240,6215728,18531464,143133384,3875752,33742216,23712,13737264,4175048,21768240,12182376,7056,3831848,159678208,3915824,52548440,5656664,1024,4163480,21487776,4729920,3912976,6501168,2859040,125216,548256,9819240,49712,37420960,48772200
1714745860000,21691680,9221720,37305176,76164136,9133736,24676264,278655544,3538656,65665304,17568,23339104,8466440,16415848,22950080,8064,6333984,234632768,5714992,38103024,8629104,1024,2821432,29658256,8812992,8182792,3042624,5032768,204080,767104,19044688,220000,64706008,60996816
1714745870000,14311784,7000456,27374512,49258024,9342288,25081152,182196816,5366464,58957688,19008,18066480,6716720,22297528,15572064,15296,8616656,163038336,3804096,54537536,5318576,1024,4191760,31412976,6578600,7515416,8567136,4188640,226592,880264,18603872,105480,48679256,44795112
1714745880000,30558368,9722544,39109424,88881632,6561960,18959608,382919048,2360608,119895736,24240,25598016,9070592,15936736,22653968,8656,3537752,242111312,5375600,38359784,8603776,2752,2894000,21263344,9556328,11610048,3419104,4539440,140256,632376,34757896,44904,66483560,62281552
1714745890000,10176768,6746672,27964704,38576424,4948248,14841176,134075960,2206136,39792168,19920,18868560,6736856,35244080,16375984,10176,3120040,158707408,3946960,29336232,5742992,2752,2434432,18082656,6630744,4684696,10175024,2191344,121472,375088,12465960,79168,50456936,54409664
1714745900000,29172048,16353464,66364896,78464744,15302072,41573584,308301184,6785296,98169240,35976,38676144,16341152,15344304,38701696,12096,9697824,393536160,8280512,93046904,14208720,1024,7234416,49700512,15244560,12531544,8988608,6038624,349024,977128,30847744,215048,110069008,119708624
1714745910000,7208144,4876864,21291544,28287976,4846944,14981216,104426048,2790760,32055064,18096,14428256,4541944,13971016,12414296,14112,3999144,123502320,2851520,31489448,4362688,2240,2197448,18875728,4852616,3460312,2653856,2867264,125104,271896,10031912,74080,38449056,36460024
1714745920000,11559904,5356112,22427016,41126896,5328464,20999144,159329992,3101024,49081256,15528,15868352,5086680,18000168,13024864,8064,3265600,134117536,3276320,43587040,4735288,1024,3436376,23877312,5540744,5415632,4009632,2239120,136688,358144,15241456,69088,41851072,38731080
1714745930000,22381936,15517272,61045696,85408944,13832600,38592488,340488552,8488504,114533920,17880,37865856,14171712,33978256,34864672,15888,7388816,376914864,8197664,88018728,12421304,1024,6933688,47613696,14419784,10966576,15543472,4375504,369600,1494592,34347112,180560,101510856,94437000
1714745940000,14093072,7695128,33778296,55023552,12102000,33052032,239049776,5034944,63498000,28320,19459504,7571912,28512984,17693024,23936,6722664,183607696,8317280,75145296,7168840,1024,5671808,46282720,7369112,5651168,18229904,4165184,288064,708000,17924992,163992,54099688,105557696
1714745950000,21242736,14227424,55499552,69617632,7920696,14879688,270699344,2240936,77867280,33168,33712848,15093448,14138440,32109744,33792,3359216,337393552,4137488,30853568,19028280,1592,2151344,18692480,14122880,8435640,3280736,4098480,268544,1883024,23124280,52448,92008528,62878152
1714745960000,8648312,5743440,23550600,30930328,5217080,16094992,137085752,3617904,34589528,16056,16281776,5355224,14702840,13110032,6992,4366376,141299040,3635488,33925792,5944680,1728,2446856,20021840,5866560,4113976,8000496,3038544,154208,404592,10877864,63352,44680416,41496296
1714745970000,17115752,6045832,23696856,56063880,9713656,26404088,208995952,5323320,51455736,14616,16300080,5209104,23625680,12923552,40496,8279504,143572864,5806672,56704032,6034176,1728,4775552,31356544,6259232,6697240,4519792,4187904,294608,1755192,15439208,113064,46020832,40504184
1714745980000,26610680,9678752,39416608,78898136,8550856,23833928,310468944,4244784,96537472,20976,25653968,9155992,15502392,23381200,20560,6020856,244101120,4832800,52389272,7466016,1024,4133216,27347264,9623264,11048992,3553328,4809680,192832,917904,28391632,126248,69594584,72231728
1714745990000,22729136,16474736,22372896,84241808,13496248,36336160,316412304,5552760,33067720,16512,35149920,4880744,32334016,13662608,6048,8020264,355838128,8273456,85583016,16542728,2240,6155600,45769456,15858744,3970776,9555968,4788800,284624,867688,28383160,54048,104764024,112918992
1714746000000,25954336,7892024,60605728,55226520,10070536,28677000,332891088,5293840,101776504,16440,30428032,14233296,24867488,33053968,7232,7562416,203848240,6202960,66309704,6579736,1024,5142408,35428016,11970456,10700480,7336288,4919040,242208,759056,30415760,119672,84788488,55239592
1714746010000,24514728,11893792,46852032,83200840,7234688,20842128,287757920,3435360,101192096,16128,27410208,10544392,19207960,25285336,76448,5154160,263486128,4837232,45797072,10654672,1592,3385152,26775984,11561768,10129104,5010928,3464848,168512,1831400,29992328,134120,80305504,80851728
1714746020000,12870912,7293448,33132008,39051440,4930136,12891736,135648320,2141872,54359624,20976,20793888,7080504,14028208,16777416,47792,3796376,152318736,2913088,25061440,6302544,1728,2227232,15676544,8645944,6370312,7937552,2653888,120720,387384,16851048,122168,62201936,32762416
1714746030000,15069272,5356936,22453224,46183112,5930840,16679656,170743568,2613296,39495328,15984,14145680,4909688,14820832,14437448,11088,4587712,136023616,3093328,32686384,4025984,4480,2839128,18061456,5296976,5613848,2749376,2928800,125344,362088,12336224,97160,39830056,42676664
1714746040000,9599696,5761072,23097744,37916120,10757312,31692640,238984312,4549504,40608328,18408,15783456,5343152,25302528,14705392,10848,7735432,141425200,6636960,75583184,4532976,2240,5038504,39026352,5514120,4423616,10241024,5698832,304784,1021448,12636040,104632,41155272,89837320
1714746050000,24658616,12513736,51471520,89650640,6819008,30672968,300676888,4462904,89623864,27480,29639264,12704112,26432712,27331032,20448,4887056,299282432,4584608,71397312,13238720,2240,5051720,38329856,11736232,9291648,9193360,3639248,155088,1495264,24825040,135528,83609952,69229008
1714746060000,30853920,12026512,50276984,77743112,10260168,17935816,312940768,2888800,96196528,15000,29247616,11670128,15133792,27064912,128144,9155984,283240512,6835632,33574504,11595464,1024,2444152,22297616,11709896,11173272,3034000,5320704,237568,2463128,28464016,106800,86960360,78903104
1714746070000,20695760,9226344,24173224,68653704,8856424,25014544,256756776,4349032,52427288,30912,23993440,5638016,22357472,14235216,10080,6658128,243018368,5554944,53028200,8078184,2240,4155584,31124128,8861408,5821384,6522368,4546000,225840,916368,23514032,69496,64469000,63338416
1714746080000,17647328,4859952,37925144,31202816,4524856,14875752,119496984,2392440,80392616,21816,17896704,9523264,13913504,23797080,20752,3697464,113283216,2921408,29651128,4824664,1024,2393760,17767888,6641392,8335920,8390752,2085184,124416,579080,18180848,73552,48972104,46531152
1714746090000,13646096,5709752,22116088,46202240,5498976,14840672,171411248,2538832,49544840,19776,14725728,4786016,13319136,12875200,11856,3213424,132581376,3267136,31634632,4486488,1024,2627856,17724976,5427784,4860312,3062256,3815568,128288,531216,14187128,343600,40257280,39079832
1714746100000,17151904,7392032,21792984,59415296,8081272,20556120,217699376,2995104,41326424,12120,19323664,5035512,18222872,13389912,12096,5690688,173789264,4744848,42552752,6426776,1024,4120048,24712480,7115664,4749328,4882000,4198208,149664,872680,17646272,99464,54849792,55434440
1714746110000,16976640,8422536,30588184,60818240,6140264,16726736,212670280,2635720,67598128,24912,19965424,7323792,15137184,19834568,14112,4246392,193311296,3494832,34015896,6601400,1024,2613016,20559296,8226352,6688312,8266816,3514992,151392,735840,18303088,115872,53996904,55648528
1714746120000,13680200,6447312,25174752,48432960,6360864,20607168,169006032,3725200,51412112,38400,16631440,5767152,18736912,15351040,7056,3628768,151359408,3751088,44432336,5411728,3968,3278976,26252672,6082384,5692176,4580496,2886944,140400,429384,14593408,69560,45310456,47118280
1714746130000,15086616,8208000,31335224,55386040,8441952,22493760,200819128,3616640,60778696,15072,22167232,7537248,20273296,18367640,11440,5063576,190992960,4833232,49032928,8068680,1592,3881192,26724208,7713584,6866096,3916096,3346688,203776,967616,18572456,108480,57251432,63642720
1714746140000,13036592,8746768,34908520,46983232,6195976,19605384,139049032,3135624,53501488,16512,23198032,8351520,18580088,21180904,6048,5783448,204822560,3675216,43778680,7478024,1024,3141944,26346320,8409256,6273696,7961744,3453328,153792,622848,16428016,153208,62367616,57293784
1714746150000,18744016,7625368,31833888,62178336,6852640,19029224,230312944,3226672,70459112,27720,20240720,7640072,16803360,17491808,12608,4394512,183162256,4876816,38939872,7809464,1024,3337648,21829616,7735416,7089592,2854560,3643248,156816,930144,20568600,199744,59177696,53635728
1714746160000,13103680,6828904,27801768,49691088,5395720,15504864,174371328,2480472,52549256,22584,19352112,6184264,13906264,17389216,27808,3632336,168991392,3534272,32665448,5354960,2240,2420624,18623184,7010000,5376128,3537664,3365168,104320,675200,16207048,72320,49227496,52003008
1714746170000,18016816,7648152,23366064,54423872,7402656,19187712,202132864,3358160,46154304,9696,19499712,5606576,17744304,13924440,10016,5535056,178134272,4064160,40417168,6416432,1592,3182264,24141984,7277024,4660496,7798080,3926192,162176,1090448,18905624,50160,52932664,56237792
1714746180000,14576168,6819152,29066032,53303592,6016096,17314184,226705320,3841624,61456704,16056,15729984,6859712,16160904,17298784,13696,6195136,163376704,4093792,37710056,6264840,1024,2802032,22067920,5907272,7009776,3928960,3869808,158784,732824,13084968,203688,42230272,45342360
1714746190000,17430512,7497176,26852224,72920224,6912480,19457200,267449464,3867080,64469120,11664,18107600,6348128,17910728,14874064,8064,6375896,192848432,4401232,42990416,6675688,1024,3385264,25228224,6825712,8168848,4233760,4022400,203120,922976,19816688,72056,48344128,51434024
1714746200000,21295664,6848744,29829072,54208648,5964440,16910232,196964744,2670064,75822072,20904,19828176,7229640,13790856,17783704,10672,4478160,156082768,3872384,34068328,5130704,1024,2878936,19574064,7611536,7747968,8200640,3756464,145488,559648,22107224,72416,53422000,45636440
1714746210000,15546240,6065800,22942240,35203456,4585816,13987968,118766064,2419744,55009504,21288,15670816,5324200,13110344,12040440,10672,4803520,132591168,2676272,27803104,6057448,2752,2484992,17420400,6227512,5536416,3249824,3646432,188080,680328,15742856,59032,44028200,33467288
1714746220000,14866024,5431592,20696024,51498320,7372968,20915040,185097448,4078336,52987984,175512,15021520,4574896,18241008,12846256,7056,4377832,130404816,4161104,40194984,4820576,2104,3275272,23551824,5329208,5086200,3771472,3134000,209568,576000,15257368,117552,39929640,51246376
1714746230000,13856064,7250192,28825696,53744936,5667616,16350072,152300976,2591224,53788752,19392,20093552,6682296,15315432,19063088,7056,3731800,188807232,3632528,33251176,5847840,1024,2619512,20150416,6971816,6134544,9421664,2940960,131456,752880,16915016,120096,51173392,48401784
1714746240000,15913672,5971920,23981400,51112632,5983832,14527792,193813984,3472768,60447600,16728,16111120,5252048,34378928,14784016,7056,4839848,136978768,3371904,29691568,4933304,2104,2216344,18212400,6047728,6352616,19054000,3106656,184128,720176,18351144,146160,43491816,45623416
1714746250000,27065296,20313584,74642800,109277920,20323032,48462968,412689736,6697464,126828496,43152,37825952,19310632,26233344,49937440,13104,9713608,482995424,9660048,103675248,18730224,2752,9764640,53968784,17405568,11664640,6570976,6143680,367888,1846728,36580680,244944,112171344,138331944
1714746260000,11250840,7891848,38391760,44586480,7017328,19989520,148665608,2964208,75485104,18096,17220336,8321152,17470280,21138512,16944,3875568,180194368,5232432,42589296,7961952,2104,2985448,24184672,6802528,7464928,8115520,2585712,212624,617712,14131888,138984,44570224,61798360
1714746270000,11034960,6524960,30496536,90704584,6506600,14580624,328991888,4459944,40291512,25824,19460464,7187008,14064256,17884760,53072,8818216,152295728,3890368,32590872,5264760,1024,2458064,20233696,7503248,4706832,3200000,4551200,314016,2712984,12893096,110128,53222000,48748816
