sep=,
"Time","Aeqnitch__Aequitas_NEO_A","BATS_BYX_Feeds_A","BATS_BZX_Feeds_A","CBBO_Feeds__Best_Bid_Offer_A","CBOE__BATSEDGA_A","CBOE__BATS_EDGX_A","CDF_feeds_A","CSEMC_Feed__Canadian_Securities_Ex_A","Canadian_feeds_A","FINRA_tdds_A","IEX_Feeds__TOPS_and_DEEP_A","Intelligent_Cross_ASPEN_A","MEMX_Feeds_A","MIAX_Feeds_A","NASDAQ_Canadian_CXD_Purestream_A","NASDAQ_Canadian_Chix_A","NEW_CQS_Pillar_feeds_A","NYSE_AMEX_OpenBook_A","NYSE_ARCA_Pillar_A","NYSE_Chicago_A","NYSE_Imbalance_A","NYSE_National_A","NYSE_OpenBook_Ultra_A","Nasdaq_BX_Totalview_A","Nasdaq_Chix_feed_CXC_A","New_CTS_Pillard_Feeds_A","Omega_Feed_A","Omega_Lynx_feed_A","TSX_Feeds_A","TSX_Quantumfeed_A","TSX_Venture_QuantumFeed_A","Totalview_A","UTP_Feed_A"
1714738070000,960,183808,534496,15384,162112,456616,69712,2792,81336,15840,946240,6336,248600,24576,512,1328,2517216,165968,773720,45376,11312,83064,118576,458048,1136,68752,1536,528,,28000,4800,1054592,929272
1714738080000,1752,134528,491360,8344,102328,436312,32312,7440,70752,528,176096,6336,315024,24576,512,1632,2474256,89712,782936,37088,8072,30544,112128,198464,512,38896,1296,528,,9280,2664,986936,740072
1714738090000,2608,53632,605328,11112,32816,216984,27448,6528,53960,528,51200,6336,208808,24576,512,1328,1101936,15008,805672,26376,6992,15464,58000,184144,1328,62160,768,528,0,6792,2824,599464,452720
1714738100000,2264,169464,479280,13304,102128,618792,70168,10816,44872,528,64336,6336,344512,24576,512,2144,2627856,98816,1109536,55040,6480,60296,77472,193696,512,66080,768,528,,15040,2824,854432,961888
1714738110000,2432,127864,827368,11136,73000,834248,170048,4232,59144,1440,58480,6336,478632,24576,512,1328,2301888,51392,1345440,46328,8072,83472,110544,145488,512,51072,768,528,,7752,12744,623176,730200
1714738120000,1648,239224,581656,10872,146472,871432,268880,8120,211288,528,120992,6336,225192,24576,512,1632,4011376,168496,650360,60008,7560,76872,163856,263464,1328,78000,1296,528,,72808,12584,1601328,1218112
1714738130000,512,106888,549472,11112,56792,638824,42320,4232,58280,2352,18704,6336,348488,24576,512,1328,2367536,45296,1271040,69656,8640,88296,73664,111712,1328,38896,768,768,,23592,1656,652408,737056
1714738140000,3520,293552,701224,16984,243296,517896,85248,12336,71384,528,1084432,6336,363264,24576,512,1632,4685456,318432,1148912,58544,6992,361168,264256,492648,1328,71520,1440,768,,23832,1864,1374128,1150496
1714738150000,3744,291912,549016,15568,188424,714824,44456,10648,53232,528,505376,6336,492728,24576,512,1632,2849392,178960,1570224,35008,6480,165480,178304,414912,512,44624,528,528,0,8672,1864,1112520,2399496
1714738160000,2160,297328,483280,8896,125032,1020792,252784,4232,182208,528,135632,6336,409536,24576,512,1632,3093584,133712,1417344,67320,8640,88376,766112,390160,512,65568,768,528,,63360,2560,1569792,1106712
1714738170000,1304,207112,651552,6728,112624,825536,23472,5920,54024,528,37504,6336,197584,24576,512,1328,2993872,97440,1172256,46304,9152,55552,129536,262848,1328,53344,1440,528,,8048,960,1054632,1043440
1714738180000,2608,216488,546016,10784,136968,911520,299792,7440,53992,528,41472,6336,412528,24576,512,2144,3075504,110640,1068928,45560,11312,82200,163824,84960,512,54960,528,528,,5384,1920,579632,1242160
1714738190000,2296,172920,568872,13296,99440,782792,46048,6304,213704,528,23520,6336,327320,24576,512,2064,2185216,106032,948008,54752,95744,73216,2736336,271616,512,36160,768,528,,75520,2824,1030344,1471864
1714738200000,960,122168,826096,10568,70784,685920,32912,7440,56376,528,30512,6336,244904,24576,512,816,2926832,68976,1079536,48752,283912,73624,757712,132096,512,44496,768,528,,5768,960,1121656,908256
1714738210000,1472,110368,636248,11024,65144,669304,34920,7440,51560,1440,33872,6336,312624,24576,512,1328,1896768,44576,850304,77952,48104,68160,136544,141616,1328,69472,768,528,0,4080,3520,1076848,938192
1714738220000,1744,124112,734008,10920,69312,522376,1034208,11256,47960,528,29568,6336,240880,24576,512,1328,2583904,59680,770368,69904,14040,89336,148176,152080,512,39056,528,528,,17704,2720,978632,990264
1714738230000,6240,89888,441784,8800,50824,713304,143728,7688,894264,528,131888,6336,345360,24576,512,2880,1583280,46448,830120,57736,77120,52552,245216,146696,512,58128,768,528,,384984,1864,913232,877824
1714738240000,792,152592,504224,13256,71064,424072,347192,15032,222904,1968,97184,6336,170112,24576,512,7008,2106576,81296,565120,63640,21600,53976,433216,168128,7520,66560,768,528,,69496,2888,869088,1073808
1714738250000,6128,170632,458888,13064,80664,915864,73520,9208,47008,1440,24752,6336,470312,24576,512,2144,2288608,57936,1428912,42072,56424,92920,82496,109360,2160,71984,528,528,,18704,1760,581712,846720
1714738260000,1304,219296,970264,10960,137664,818128,45368,9888,70784,1440,24784,6336,324616,24576,512,1328,4085136,126912,868200,68200,68904,70896,173824,298608,1328,36224,768,528,0,9912,0,1484008,1012024
1714738270000,960,113472,611024,13264,74968,1312976,76048,7440,57728,1440,50256,6336,630528,24576,512,2256,2551808,37312,1767424,53952,19952,162264,128624,178520,512,60864,768,528,0,17904,2640,953048,1006184
1714738280000,1648,303560,880008,15256,180000,1034000,90016,7440,61184,528,38320,6336,548240,24576,512,2144,3161744,123440,1421528,34736,19456,126752,210848,264824,2768,69824,768,528,,23256,3728,1589008,1503960
1714738290000,2440,207528,800368,6496,89472,552280,145536,4232,101496,1920,88704,6336,633216,24576,512,1440,2896304,52176,1043560,76008,29672,92000,193072,228592,1328,45360,768,528,,36320,7576,1255448,785176
1714738300000,2288,343488,956896,4448,260592,1426464,82112,3096,87504,1968,68560,6336,684232,24576,512,1632,4524192,111248,2483288,58664,36736,152504,251312,336120,1952,91760,528,528,,24312,2640,1576528,1524664
1714738310000,1784,201328,1119752,17776,225720,1279552,48136,18920,14608,1920,63200,6336,664128,24576,512,2144,2074848,129232,1448632,53000,33496,128312,3186784,343768,512,46000,768,528,,5600,696,1980640,1156968
1714738320000,856,302696,924944,13344,134936,897648,56288,10648,54176,1440,26768,6336,466288,24576,512,1632,3324096,71184,1202496,54600,60264,104344,111040,276392,1328,33904,768,528,,7200,696,1546576,1009440
1714738330000,1680,148864,764136,13152,102728,573264,39928,4232,67968,1440,27776,6336,293672,24576,512,1328,2208112,57408,713096,40896,26008,63480,529040,250936,512,170736,672,528,0,9352,960,1149976,1042640
1714738340000,1304,119536,466312,26488,61392,421160,98704,9736,92400,528,17856,6336,407552,24576,512,1328,1652128,46944,2808384,60584,44792,57488,4847840,107552,2768,92432,2208,528,,12072,4528,666048,704696
1714738350000,1544,297136,601248,6576,217648,1437640,35032,5920,66056,1440,47520,6336,733728,24576,512,1632,4843824,131024,1695384,68448,25920,143256,163760,473656,816,305520,768,528,,22008,1864,1779616,1247928
1714738360000,1648,189280,1353216,10912,196616,783016,60936,4232,63856,528,63600,6336,676656,24576,512,2144,2464976,102592,1554040,55592,22112,157328,156800,155232,512,45312,768,528,,14240,960,942752,1288104
1714738370000,856,317904,1043328,10600,214304,1421752,36720,7440,43056,528,41568,6336,336456,24576,512,1328,3941280,123024,2142944,64832,24856,127200,133696,320920,512,34224,1536,528,,6504,5488,1630640,1953648
1714738380000,2096,236280,815192,10992,171104,1016992,55024,12536,54000,528,37600,6336,553376,24576,512,1328,3574160,89488,1712760,58832,29744,138808,228272,191976,1328,42832,528,528,,5832,5280,1296072,1081496
1714738390000,2160,181912,878384,22056,124920,574392,55008,15928,79824,528,44736,6336,439256,24576,512,1328,2179952,50400,798792,30824,34560,85088,187440,238656,512,55872,768,528,0,7248,1864,1252696,952728
1714738400000,1648,228616,705184,10992,149152,1040496,47192,4232,24808,528,30608,6336,559760,24576,512,1632,3664208,99696,1537224,40176,23760,104776,94816,354232,512,102288,1296,528,,4424,1656,1406544,820624
1714738410000,2160,174920,1009408,6664,122672,1148384,39960,5920,82696,528,66384,6336,547928,24576,512,1328,2232768,71840,1557088,41192,22680,142928,111952,265216,1328,44224,1440,528,,13216,1920,771064,850488
1714738420000,960,355352,1219200,13248,297584,894736,86968,21952,53584,528,66784,6336,442864,24576,512,1328,2834848,127392,1137096,31360,23760,106760,112288,248048,512,74112,768,528,,9672,1920,1223032,1466960
1714738430000,2608,221944,1059472,10976,170456,1249248,35160,10816,21544,1440,155488,6336,623216,24576,512,2144,2604352,77840,1624168,63640,23760,108312,134784,175328,512,51408,768,528,0,7840,1864,1066064,1069544
1714738440000,1304,231848,1098768,8768,173080,657224,42360,11904,51480,1920,45536,6336,383232,24576,512,2144,3974816,74816,1157808,55080,8072,76496,110320,287928,1328,52608,2112,528,,13256,1864,1649984,1273400
1714738450000,1472,183008,722864,6488,131856,825048,25720,12336,62640,3360,41568,6336,378544,24576,512,1632,2480416,74592,1149840,54720,8640,91816,104080,182672,512,99456,1536,528,0,3680,2640,1223664,1028008
1714738460000,1472,146536,499168,15400,94392,524888,34944,4232,18128,528,31616,6336,215544,24576,512,1328,1830704,49968,684728,33944,9720,69776,61856,151608,512,47040,768,528,,10696,1864,898080,944248
1714738470000,1304,144696,566120,8648,236216,1740536,257888,6304,71176,528,20688,6336,943288,24576,512,3888,1720848,137184,2447552,33760,8072,157624,273072,123344,512,66864,1440,528,,8904,3568,659760,2266488
1714738480000,2160,349808,1466248,24392,169912,833016,38920,4232,176024,1968,44656,6336,402848,24576,512,1328,6464096,86368,1075952,91792,67632,101520,899456,373872,3584,45936,1536,528,,58288,2824,2525528,1413880
1714738490000,1752,135824,944176,6624,124776,744160,191192,5464,12376,528,26736,6336,339912,24576,512,1328,2051024,62016,916336,43608,81264,135136,1010288,143408,1328,67152,768,528,,5832,14848,1124272,1100280
1714738500000,3456,226656,634224,13328,164448,779440,244856,14424,182496,528,49120,6336,693464,24576,512,3584,1940032,84864,1220696,36848,126544,115168,891232,202208,512,69520,1536,528,,46936,12952,943856,1206496
1714738510000,5480,420512,1266032,17824,300968,1524528,776072,10648,530104,528,56304,6336,411928,24576,512,1632,4784400,154768,2417640,61808,112504,206720,1106384,359072,3072,87072,768,528,0,202160,11944,2411432,2111528
1714738520000,2880,132320,922392,13296,89672,654296,198904,8248,130992,528,25984,6336,370320,24576,512,1328,1656160,54400,925536,25640,96504,86704,884704,159192,512,66384,528,528,,48704,17928,777248,1218352
1714738530000,1784,149608,585704,6368,158872,860144,217632,6928,192040,528,29664,6336,476640,24576,512,1440,2231008,55728,993480,31728,56744,89560,707312,153496,512,69792,1440,528,,61168,14424,993264,825776
1714738540000,1920,432992,731056,6672,339256,2024928,176088,6000,179360,528,60528,6336,984352,24576,512,1328,6031344,182144,2482552,43192,49272,187264,888960,184248,1328,70176,1296,528,,59344,10024,986960,1863912
1714738550000,2296,107112,1603392,6568,130048,1023808,257992,20136,179024,528,70416,6336,426672,24576,512,2256,1695648,39472,1203360,19824,47112,92064,845152,356336,2768,63216,768,528,,60896,960,2034472,865888
1714738560000,2264,181912,689896,15560,184176,847648,419032,2464,292096,528,65632,6336,389536,24576,512,1328,2439552,97952,893648,45392,27000,108720,799328,186648,1952,67536,1536,528,0,95752,3624,1228512,1186520
1714738570000,1680,194896,685056,8896,125304,793944,31960,7440,59792,528,35616,6336,364176,24576,512,1328,1997936,61776,1054096,42200,33480,95080,882432,160944,1328,55824,528,528,0,4880,1760,760992,896672
1714738580000,2712,217456,620488,11072,160136,889672,32528,12968,16848,528,71296,6336,483552,24576,512,1632,2546400,79696,936224,65296,36808,87040,370848,183704,512,49824,528,528,,6632,5832,1134496,1066552
1714738590000,1784,156088,966352,10976,115696,745168,54848,7440,65376,528,107920,6336,442840,24576,512,1328,3046752,83984,1066312,45168,20520,97880,206192,211816,512,76224,528,528,,6240,3464,1118976,816320
1714738600000,3120,164240,631456,13256,162144,847688,54040,4232,63032,528,49312,6336,402312,24576,512,2144,2067232,65088,1288320,51112,39464,122256,153200,155864,1328,59616,528,528,,11360,1864,814328,829376
1714738610000,960,267624,882184,15480,206200,1316520,96912,20264,62472,528,35744,6336,665360,24576,512,1632,3787856,130208,1611352,37344,10800,192192,241520,223360,512,49248,528,528,,25848,3680,1686104,1329792
1714738620000,1784,207040,1314480,20032,117784,851464,125672,10648,76864,528,87104,6336,409784,24576,512,2144,4226800,53264,1040160,98928,18376,100984,106832,246168,1952,88560,768,528,0,22080,2640,1633320,1630456
1714738630000,1576,185504,664784,6592,127192,776672,136232,17064,130512,528,75200,6336,501872,24576,512,1952,3147792,90400,972344,45000,18872,93896,75008,279416,1440,122832,768,528,0,49560,1760,1098288,844264
1714738640000,2160,69112,896600,22096,46160,1801672,227664,9512,61360,1968,57248,6336,914592,24576,512,2256,2122288,23360,2052960,32440,8072,222944,193344,117832,1328,77952,768,528,,26936,11008,745760,780696
1714738650000,3448,405432,1886928,13264,316344,895224,554200,10744,435864,528,83920,6336,400568,24576,512,4512,5787792,159568,1043008,58712,19440,108880,104816,395712,1952,51504,768,528,,189880,18232,1963256,1737824
1714738660000,5584,195768,1017776,24504,180088,1098568,389816,10768,317848,1440,25696,6336,475472,24576,512,3072,2313440,81632,1292576,38272,13472,109688,121136,195152,3392,86880,528,528,,106448,31728,1044456,1291456
1714738670000,5488,248928,968472,26464,151752,949384,383352,19472,304568,528,79984,6336,485344,24576,512,1440,3115936,83712,1341472,49904,13472,101184,152000,341520,2256,55968,528,528,,132568,32232,1425872,1274488
1714738680000,2160,190096,1094392,8384,165984,920488,322352,4232,149448,528,61440,6336,421920,24576,512,1328,2764576,62176,1212584,56416,8072,110888,158304,234936,1136,54240,768,528,,64256,15672,1162304,1302776
1714738690000,2728,244192,770104,8992,200392,1340992,59888,7440,235344,528,45472,6336,644096,24576,512,1328,3530928,104752,1884832,72048,5912,172160,152272,202840,2144,55616,768,528,0,75312,3728,1270480,1408104
1714738700000,1648,210768,1118048,15440,161008,717032,170272,7440,131504,528,116080,6336,471664,24576,512,2272,2633488,70352,930200,51960,6992,106896,132800,287880,1328,85680,768,528,,49208,5832,1407936,1421984
1714738710000,2608,197112,680472,10960,103144,592400,29640,1024,57424,528,213040,6336,385160,24576,512,1328,2758768,104592,865040,52712,10232,65064,90736,302328,1040,130544,528,528,,4480,5672,1010096,1381624
1714738720000,960,158048,834816,4256,131552,628632,56688,2032,90584,1440,37664,6336,558224,24576,512,1328,2355888,68320,1259224,49464,5912,80616,105152,199240,512,64080,768,528,,16896,2720,1159256,818696
1714738730000,1648,176936,950440,4464,190152,1016904,50184,15544,31880,528,57440,6336,424080,24576,512,2144,3569600,68544,851488,61840,25936,107960,201440,173096,1328,45472,768,528,,12656,2640,1171776,1152120
1714738740000,1648,189000,826448,22008,138168,699264,40152,20208,49152,1440,46288,6336,449688,24576,512,1632,2337632,121104,935264,54232,9720,111048,123632,229968,1328,89520,768,528,,10312,3728,922992,1101616
1714738750000,4288,183992,794552,20096,159672,850896,101200,15544,64456,528,66352,6336,502800,24576,512,1328,2655456,84544,1223720,33968,9152,118736,89968,237944,1136,55856,1296,528,0,9912,5832,1120800,1093704
1714738760000,2160,237296,836864,4448,193456,1237520,186904,10648,127584,528,49408,6336,499000,24576,512,2576,3778048,93984,1769304,64960,6992,147632,301360,301608,1328,52512,768,528,,51920,2824,1570744,1035608
1714738770000,2160,162432,722808,8800,255512,1182488,155248,11200,68944,528,96240,6336,652888,24576,512,816,2484416,142400,2188656,55968,8072,163888,176144,207160,1440,150400,1536,528,,20392,8656,934544,785704
1714738780000,1920,341880,1008632,11136,131472,1121288,112632,17064,132048,528,82464,6336,363240,24576,512,1952,3996720,60688,1062736,58208,9152,100528,266416,353552,512,55456,528,528,,60256,7432,1558520,1574024
1714738790000,2160,188088,657048,24408,125256,735176,96776,8320,51488,528,83168,6336,532504,24576,512,1328,2765680,80368,1448080,55960,49184,78992,6185200,254296,1952,54240,768,528,,25560,18496,1134160,1298720
1714738800000,2160,357048,922928,19856,284464,1741336,282472,10648,210392,2352,60528,6336,768240,24576,512,1632,5075280,162784,2415680,70152,55168,183112,223184,314072,1328,116352,2208,528,,77384,2824,1222936,2111832
1714738810000,1784,229176,1446920,6680,138520,974792,230896,7440,174784,528,59392,6336,524784,24576,512,1632,3265040,96720,1462440,67256,18360,126792,111600,418704,1440,54144,768,528,0,69616,1864,2277800,1517296
1714738820000,960,222728,947160,17728,181096,994056,119840,9128,90376,528,90000,6336,505720,24576,512,2448,3466912,69472,1415208,47208,8640,132352,134288,273736,2144,62768,1440,528,,40752,2664,1482168,1338840
1714738830000,1304,230464,1015912,11032,233848,1109480,111088,4232,72192,528,45664,6336,562688,24576,512,1328,6407200,83536,11776240,60560,9152,137656,208576,232848,1328,66480,768,528,,39792,5704,1360464,3409552
1714738840000,1472,176872,943464,4400,161064,1055624,84080,2032,99928,1968,54512,6336,491184,24576,512,2144,2127664,74320,9030904,73160,8640,112856,105968,217408,1328,57984,768,528,,42920,4400,867928,1048992
